totalSessionsPlayed,totalSessionsLost,totalSessionsWon,totalChampionKills,totalDamageDealt,totalDamageTaken,mostChampionKillsPerSession,totalMinionKills,totalDoubleKills,totalTripleKills,totalQuadraKills,totalPentaKills,totalUnrealKills,totalDeathsPerSession,totalGoldEarned,mostSpellsCast,totalTurretsKilled,totalPhysicalDamageDealt,totalMagicDamageDealt,totalFirstBlood,totalAssists,maxChampionsKilled,maxNumDeaths,label
6,2,4,28,197608,124434,9,101,1,0,0,0,0,37,66272,0,1,44799,145791,0,91,9,14,platinum
19,8,11,21,343773,301672,4,227,0,0,0,0,0,102,174062,0,12,92504,248731,0,290,4,9,platinum
348,146,202,1035,14860586,5792880,13,11271,60,4,0,0,0,1587,3754112,0,267,3699320,10830851,0,4994,13,11,platinum
35,16,19,76,888235,536667,8,577,3,0,0,0,0,145,332391,0,12,203038,672537,0,478,8,8,platinum
212,96,116,563,6283931,3341937,11,5104,23,2,0,0,0,1120,2236128,0,106,1320794,4873764,0,3284,11,13,platinum
38,12,26,109,1278490,704128,9,701,7,0,0,0,0,213,419019,0,31,356990,916306,0,615,9,12,platinum
23,9,14,34,497483,371275,6,318,2,0,0,0,0,113,214769,0,7,192226,302770,0,302,6,11,platinum
31,9,22,124,1296633,532851,11,990,8,1,0,0,0,181,344831,0,22,303725,964994,0,447,11,11,platinum
207,87,120,549,6844911,3564537,11,4561,33,6,0,0,0,1285,2099995,0,96,1688182,5085046,0,3023,11,14,platinum
21,10,11,65,556678,337993,6,350,5,0,0,0,0,109,203587,0,8,120008,422874,0,279,6,9,platinum
4,0,4,17,153360,109666,10,121,2,1,0,0,0,28,54329,0,1,35756,116377,0,105,10,9,diamond
201,86,115,726,5097546,3289511,12,3425,41,2,0,0,0,966,2027166,0,110,1286253,3676738,0,2752,12,13,diamond
69,28,41,129,1341844,1107442,8,1214,6,0,0,0,0,290,644078,0,27,433115,884612,0,963,8,9,diamond
14,6,8,39,267857,246020,7,155,2,0,0,0,0,71,138950,0,6,74431,186574,0,198,7,8,diamond
81,34,47,187,1627033,1376331,8,1416,5,1,0,0,0,398,820598,0,19,382363,1212350,0,1216,8,10,diamond
107,28,79,207,2377345,1660902,10,1804,8,0,0,0,0,421,1042375,0,64,555516,1787671,0,1647,10,10,diamond
33,13,20,63,671188,501696,7,590,3,0,0,0,0,150,293038,0,18,191754,458761,0,437,7,9,diamond
352,143,209,1249,11900263,5066446,16,10506,85,10,0,0,0,1600,3432222,0,219,2881974,8771511,0,4450,16,12,diamond
60,25,35,222,2031832,958184,10,1184,15,0,0,0,0,331,638070,0,34,471883,1542518,0,866,10,12,gold
31,8,23,220,2902308,574231,20,4118,22,2,0,0,0,137,343259,0,39,808429,2068454,0,383,20,12,gold
17,7,10,41,471049,334832,4,233,2,0,0,0,0,130,166813,0,7,95773,360710,0,217,4,15,gold
25,13,12,27,425606,437737,6,356,1,0,0,0,0,130,239952,0,13,134188,280641,0,354,6,15,gold
44,11,33,83,1116706,666959,5,1440,1,0,0,0,0,215,415788,0,31,303216,766553,0,500,5,9,gold
24,10,14,62,687268,477801,8,367,2,0,0,0,0,111,258518,0,6,186774,491213,0,356,8,8,gold
43,23,20,81,1055737,853760,7,805,5,0,0,0,0,305,438432,0,21,224706,823865,0,631,7,13,gold
82,41,41,106,1650443,1326938,6,1036,2,0,0,0,0,436,700090,0,37,478556,1150332,0,991,6,14,challenger
554,244,310,2971,41069788,9306507,21,68332,201,19,1,0,0,2931,6231821,0,445,10302305,30418689,0,4975,21,14,master
61,27,34,167,1794423,1055721,9,1365,11,1,0,0,0,318,626942,0,34,456689,1299092,0,900,9,12,master
235,105,130,442,6593427,2909712,13,4590,17,2,0,0,0,713,2118913,0,132,1744009,4753781,0,2819,13,10,master
425,170,255,1240,16032328,8285579,17,16708,64,5,0,0,0,2679,4237322,0,238,3911966,11888778,0,5632,17,14,master
57,26,31,118,1254544,861079,7,1103,4,0,0,0,0,295,538081,0,28,393113,828616,0,731,7,12,master
79,38,41,178,1583769,1386833,8,1141,4,0,0,0,0,415,735893,0,28,374696,1139463,0,1080,8,13,master
71,22,49,424,6148680,1224847,15,8626,39,7,0,0,0,304,839113,0,72,1573097,4501121,0,766,15,10,master
61,21,40,92,1260768,944719,6,754,2,0,0,0,0,265,556590,0,18,420964,799550,0,933,6,11,master
53,21,32,114,1427955,925099,8,953,3,0,0,0,0,254,506854,0,30,358962,1050521,0,756,8,10,master
49,22,27,151,1518269,961147,9,762,5,2,0,0,0,335,525003,0,22,381440,1127380,0,771,9,16,silver
2,2,0,5,51689,53992,3,47,1,0,0,0,0,16,22567,0,0,11889,39235,0,24,3,10,silver
4,4,0,10,66553,57937,4,57,0,0,0,0,0,34,27554,0,0,20186,45960,0,16,4,12,silver
13,6,7,31,313125,205484,5,172,1,0,0,0,0,63,122345,0,6,77444,234421,0,176,5,9,silver
6,5,1,15,213912,113907,7,151,0,0,0,0,0,55,58422,0,0,41249,171263,0,64,7,12,silver
