totalSessionsPlayed,totalSessionsLost,totalSessionsWon,totalChampionKills,totalDamageDealt,totalDamageTaken,mostChampionKillsPerSession,totalMinionKills,totalDoubleKills,totalTripleKills,totalQuadraKills,totalPentaKills,totalUnrealKills,totalDeathsPerSession,totalGoldEarned,mostSpellsCast,totalTurretsKilled,totalPhysicalDamageDealt,totalMagicDamageDealt,totalFirstBlood,totalAssists,maxChampionsKilled,maxNumDeaths,label
42,23,19,255,5176457,1402917,17,6454,20,0,0,0,0,329,507810,0,39,4475510,647823,0,367,17,14,platinum
60,29,31,400,8631108,1806958,19,12396,30,4,1,0,0,260,792959,0,72,7246980,1310340,0,497,19,9,platinum
28,9,19,172,3758423,866784,14,4961,12,1,0,0,0,158,358268,0,44,3365805,370208,0,278,14,13,platinum
46,26,20,247,6036949,1249659,17,8415,22,3,1,0,0,238,544059,0,36,4983617,1007722,0,327,17,9,platinum
25,14,11,126,2727487,669366,14,3995,11,4,0,0,0,116,270096,0,19,2399823,318327,0,172,14,9,gold
195,95,100,872,26205829,5148658,12,39858,59,1,0,0,0,828,2292742,0,226,22481898,3537134,0,1266,12,11,challenger
52,29,23,257,5632151,1560982,23,8560,13,1,0,0,0,350,593749,0,37,4886959,689346,0,414,23,13,challenger
25,12,13,123,3286121,682511,10,5176,7,1,0,0,0,98,299768,0,30,2975090,295162,0,170,10,10,challenger
32,17,15,217,4685265,992408,14,6418,25,1,0,0,0,186,398622,0,33,4092747,529960,0,195,14,12,master
74,30,44,346,9392803,1786921,11,13680,16,0,0,0,0,284,844099,0,90,8572280,741992,0,496,11,11,master
54,22,32,389,7323701,1445764,19,9957,34,6,0,0,0,240,654111,0,73,6477951,774224,0,399,19,15,master
45,23,22,236,5605723,1262370,12,8554,20,3,0,0,0,233,524611,0,49,4978700,567616,0,304,12,11,master
186,79,107,1051,26855690,5493827,17,36214,91,12,1,0,0,1084,2265807,0,248,23694050,2897832,0,1337,17,12,master
17,7,10,102,2405759,464381,13,3566,8,1,0,0,0,75,210465,0,19,2136137,252407,0,121,13,14,master
214,99,115,1085,30220307,5397215,15,43465,108,13,0,0,0,958,2502693,0,303,26332135,3595987,0,1188,15,12,master
16,9,7,37,1292013,325947,7,2384,2,0,0,0,0,63,138186,0,14,1093696,192403,0,76,7,10,master
588,289,299,2563,75388639,15280523,16,115748,227,25,3,0,0,2523,6818271,0,638,59856457,14972606,0,4529,16,13,master
84,43,41,422,10677560,2647988,17,15874,27,2,1,0,0,514,983813,0,104,9558336,1013333,0,606,17,16,master
86,39,47,422,12178958,2414910,17,17040,32,3,1,0,0,428,1035607,0,99,10028797,2051654,0,570,17,10,master
65,29,36,393,8025305,1756290,20,11641,36,5,0,0,0,313,759404,0,76,7091764,884489,0,450,20,11,master
23,11,12,128,2615992,512195,16,3823,10,3,1,0,0,117,243184,0,26,2350143,242454,0,137,16,10,master
46,26,20,259,6285705,1287845,13,7974,27,2,0,0,0,272,542502,0,58,5512248,725232,0,306,13,13,silver
44,23,21,196,5627750,1164179,11,7751,10,0,0,0,0,177,518992,0,50,4761244,827781,0,353,11,8,silver
29,8,21,168,3855153,740418,14,4720,17,1,0,0,0,132,348810,0,43,3354600,453784,0,208,14,10,silver
53,30,23,285,6294571,1620558,16,7676,21,2,1,0,0,341,623487,0,58,5577989,662938,0,463,16,17,silver
33,15,18,236,4455756,839299,16,5116,12,4,0,0,0,222,386272,0,56,3910998,510613,0,214,16,13,bronze
4,2,2,16,492722,107456,6,597,2,0,0,0,0,27,41465,0,1,455735,36458,0,29,6,10,bronze
7,3,4,54,901692,200736,20,1003,3,1,0,0,0,42,86898,0,7,809325,88856,0,53,20,9,bronze
13,7,6,49,1362993,282174,10,1651,3,0,0,0,0,75,128391,0,16,1182687,172151,0,53,10,8,bronze
