totalSessionsPlayed,totalSessionsLost,totalSessionsWon,totalChampionKills,totalDamageDealt,totalDamageTaken,mostChampionKillsPerSession,totalMinionKills,totalDoubleKills,totalTripleKills,totalQuadraKills,totalPentaKills,totalUnrealKills,totalDeathsPerSession,totalGoldEarned,mostSpellsCast,totalTurretsKilled,totalPhysicalDamageDealt,totalMagicDamageDealt,totalFirstBlood,totalAssists,maxChampionsKilled,maxNumDeaths,label
56,25,31,88,1868253,1370370,8,2214,2,0,0,0,0,275,515827,0,13,459697,1141764,0,746,8,12,platinum
22,13,9,42,849968,647877,7,1011,0,0,0,0,0,150,225688,0,2,229557,506747,0,317,7,12,platinum
52,23,29,97,1734277,1291198,6,2365,3,0,0,0,0,266,502956,0,7,473534,996385,0,681,6,12,platinum
89,34,55,206,2974410,1977068,8,3355,9,0,0,0,0,543,855696,0,41,925929,1597708,0,1195,8,14,platinum
135,55,80,265,4751629,2847630,10,6239,6,0,0,0,0,591,1280453,0,38,1421734,2582263,0,1640,10,11,platinum
36,15,21,85,1419360,729152,7,1852,0,0,0,0,0,120,350472,0,20,424029,801144,0,474,7,8,platinum
39,13,26,111,1138325,968957,8,907,3,0,0,0,0,379,396754,0,12,413993,697154,0,574,8,19,platinum
38,19,19,90,1305172,838292,7,1862,2,0,0,0,0,203,373266,0,13,404226,698213,0,502,7,11,platinum
20,7,13,19,836235,571086,3,1198,1,0,0,0,0,83,231134,0,5,258197,387636,0,380,3,11,platinum
2,0,2,5,83191,75687,4,88,0,0,0,0,0,26,25787,0,0,28457,44337,0,40,4,15,platinum
31,18,13,75,988199,592283,8,951,0,0,0,0,0,131,288617,0,8,286982,645839,0,326,8,13,platinum
12,7,5,18,305261,308252,5,390,0,0,0,0,0,87,111176,0,1,71777,185123,0,113,5,13,platinum
33,18,15,93,1027699,729717,8,1195,3,0,0,0,0,153,338558,0,13,315937,597577,0,517,8,11,diamond
14,6,8,48,500894,400213,10,695,0,0,0,0,0,85,156332,0,2,142146,258674,0,236,10,11,diamond
332,147,185,1175,11541242,6431567,14,11338,36,0,0,0,0,1744,3392122,0,136,2287028,8745249,0,3747,14,14,diamond
143,56,87,248,4150225,3462831,8,6187,0,0,0,0,0,744,1340427,0,46,1395722,1917281,0,1781,8,14,diamond
50,19,31,124,1467278,1078402,12,1542,3,0,0,0,0,254,475916,0,9,435249,881945,0,688,12,15,diamond
224,98,126,632,7895305,5452295,8,8355,14,0,0,0,0,1400,2144265,0,80,2385016,4533754,0,2971,8,16,diamond
250,108,142,546,6856353,5826450,9,10121,9,0,0,0,0,1314,2277299,0,66,2079999,3635583,0,3225,9,13,diamond
11,5,6,43,303652,192130,8,371,2,0,0,0,0,50,96823,0,4,81408,185607,0,119,8,8,diamond
65,30,35,78,1381332,1399882,7,1807,1,0,0,0,0,389,544717,0,9,427755,751920,0,780,7,11,diamond
47,29,18,123,1658125,1256245,8,1697,2,0,0,0,0,366,438893,0,10,370143,1125878,0,633,8,16,gold
19,9,10,48,686420,503482,6,864,1,0,0,0,0,114,197436,0,9,199713,376577,0,266,6,12,gold
3,2,1,8,122247,67855,4,185,1,0,0,0,0,6,32024,0,1,39473,57188,0,33,4,3,gold
53,21,32,94,1388650,1262583,5,1807,1,0,0,0,0,301,510446,0,20,426311,721759,0,658,5,13,gold
18,10,8,41,603980,378329,5,765,1,1,0,0,0,94,162543,0,6,188912,315240,0,181,5,12,gold
11,6,5,21,329732,297943,5,349,0,0,0,0,0,78,104803,0,1,93965,184731,0,138,5,11,gold
70,24,46,116,2055573,1663375,7,2142,0,0,0,0,0,334,652800,0,22,580153,1250577,0,926,7,11,gold
22,11,11,33,530375,417296,4,603,1,0,0,0,0,100,173973,0,2,140800,319799,0,231,4,10,challenger
