totalSessionsPlayed,totalSessionsLost,totalSessionsWon,totalChampionKills,totalDamageDealt,totalDamageTaken,mostChampionKillsPerSession,totalMinionKills,totalDoubleKills,totalTripleKills,totalQuadraKills,totalPentaKills,totalUnrealKills,totalDeathsPerSession,totalGoldEarned,mostSpellsCast,totalTurretsKilled,totalPhysicalDamageDealt,totalMagicDamageDealt,totalFirstBlood,totalAssists,maxChampionsKilled,maxNumDeaths,label
12,3,9,92,1399095,254372,14,2329,14,4,1,0,0,51,140218,0,18,1146929,59066,0,62,14,7,platinum
6,5,1,74,742660,240282,18,1144,9,2,0,0,0,52,90213,0,2,670396,21432,0,47,18,10,platinum
120,55,65,1243,16006312,3798111,31,23003,178,35,3,1,0,696,1650012,0,145,14034356,673071,0,897,31,12,platinum
22,8,14,190,2673786,655477,18,4291,22,5,1,0,0,123,282611,0,17,2403431,65977,0,119,18,9,platinum
19,6,13,124,2437235,583735,14,3077,13,1,0,0,0,91,237924,0,24,1646640,531769,0,106,14,8,platinum
25,7,18,242,3332917,746544,17,4928,26,4,1,0,0,109,331077,0,25,2664088,197000,0,165,17,12,platinum
17,11,6,85,2105702,523469,13,3220,5,0,0,0,0,86,201124,0,18,1730215,147027,0,107,13,10,platinum
14,4,10,114,1724103,348620,13,2828,13,1,0,0,0,68,177908,0,25,1449718,70482,0,82,13,9,platinum
12,4,8,100,1544846,396738,18,2283,8,1,0,0,0,52,156719,0,13,1280125,85970,0,91,18,13,platinum
113,50,63,741,14266401,3382778,16,21734,68,13,1,0,0,599,1404765,0,193,11558887,1292895,0,734,16,12,diamond
11,4,7,77,1204288,276401,14,1977,12,2,1,0,0,55,127598,0,10,1026748,25476,0,60,14,11,diamond
16,6,10,164,1943575,439937,20,3104,25,5,1,0,0,73,205640,0,23,1674637,100925,0,86,20,8,diamond
22,10,12,157,2835318,583024,18,4624,23,8,1,0,0,112,269669,0,33,2381079,128718,0,98,18,9,diamond
27,8,19,249,3081557,805637,19,4643,23,3,0,0,0,194,345959,0,44,2520482,238446,0,149,19,11,diamond
76,29,47,606,10560478,2425205,18,16182,68,9,1,0,0,462,1016302,0,72,8798049,526872,0,492,18,14,diamond
44,27,17,284,5828211,1305342,18,9053,27,3,0,0,0,259,538707,0,48,4871948,252130,0,249,18,10,diamond
82,29,53,533,11733475,2616420,19,18145,57,13,1,0,0,395,1078976,0,111,9909160,820812,0,608,19,17,diamond
45,17,28,202,5398978,1306237,11,8261,15,4,0,0,0,267,528951,0,61,4308695,547107,0,279,11,12,gold
3,1,2,36,612225,98397,14,757,2,0,0,0,0,12,49378,0,10,515736,45080,0,22,14,7,gold
45,20,25,395,6314851,1398362,21,9097,39,9,1,0,0,230,626566,0,67,5369561,345859,0,287,21,12,gold
25,10,15,240,3139069,885416,20,4293,26,6,2,0,0,173,332040,0,34,2656178,146075,0,232,20,13,gold
26,9,17,232,3789722,783873,18,5718,26,4,0,0,0,132,351577,0,51,3295827,125541,0,151,18,12,challenger
33,15,18,281,5085196,970018,20,6876,40,13,4,1,0,216,439252,0,48,4605302,291019,0,198,20,11,challenger
39,14,25,358,5592522,1295442,22,8327,42,11,2,0,0,230,518644,0,60,4566992,441446,0,242,22,13,challenger
89,38,51,622,10432457,2638822,21,16355,47,5,0,0,0,571,1070218,0,102,8592571,482359,0,504,21,13,challenger
73,23,50,568,9676435,2090589,16,14664,67,13,4,1,0,405,919240,0,122,8115265,335449,0,418,16,13,challenger
111,51,60,810,14681162,3299558,22,22608,101,16,3,0,0,584,1362029,0,130,12256382,509455,0,584,22,12,challenger
199,77,122,1552,22455718,5422410,30,36754,156,30,5,2,0,949,2350809,0,214,19210077,964191,0,1088,30,13,challenger
35,13,22,257,4173600,896237,17,6714,36,6,1,0,0,178,402492,0,32,3536277,160717,0,148,17,12,master
34,10,24,203,3966513,880643,16,6363,18,2,0,0,0,186,396299,0,41,3347833,206357,0,187,16,13,master
79,31,48,474,10320965,2074174,14,16159,40,5,0,0,0,344,973437,0,137,8950018,312126,0,391,14,11,master
14,5,9,81,1496771,318693,11,2600,6,0,0,0,0,71,150618,0,13,1281088,46953,0,77,11,7,master
76,31,45,574,9561854,2281819,22,14416,54,9,0,0,0,407,960353,0,116,7418284,919326,0,433,22,12,master
34,14,20,206,4009150,956792,12,6667,19,1,0,0,0,200,398938,0,31,3402387,168365,0,191,12,12,master
33,17,16,241,5058201,979976,16,7716,24,4,1,1,0,168,422206,0,49,4379188,151806,0,149,16,11,master
187,94,93,1266,26206735,5269588,25,38745,107,12,1,0,0,1122,2319875,0,305,20794719,2721468,0,842,25,14,master
68,30,38,436,7501027,1862614,17,13341,41,6,0,0,0,349,804124,0,59,6577504,214978,0,417,17,11,master
372,167,205,2607,50270553,10381937,21,78519,281,44,5,1,0,1748,4593999,0,467,41489798,1750040,0,1752,21,13,master
196,89,107,1284,23556767,6037492,17,38730,121,15,3,0,0,1210,2321139,0,270,19768325,808315,0,1027,17,14,master
126,54,72,875,15136637,3788062,18,22891,93,17,3,1,0,776,1521380,0,165,12103019,699237,0,718,18,14,master
36,14,22,243,5821983,1034643,17,8165,23,1,0,0,0,172,479004,0,75,4710444,516365,0,143,17,11,master
49,12,37,478,7610102,1527664,27,11182,51,7,1,0,0,262,692065,0,67,6453849,303623,0,291,27,13,master
139,60,79,910,16800476,3592656,19,26462,77,11,3,0,0,747,1640170,0,245,13457001,1427102,0,737,19,13,master
48,12,36,533,7185442,1254324,29,9902,56,12,3,3,0,229,659645,0,118,5725327,887431,0,196,29,12,master
68,28,40,544,11219559,2064329,19,14764,68,14,0,0,0,442,919909,0,98,9842176,650514,0,423,19,14,master
59,28,31,398,6174707,1613019,21,10527,42,4,0,0,0,303,679980,0,66,4979488,299050,0,364,21,11,master
83,38,45,689,12121165,2372817,21,17538,89,19,5,1,0,554,1073831,0,156,10206284,621657,0,366,21,14,master
69,24,45,541,7066208,1721443,23,11215,71,11,4,1,0,284,786304,0,87,5922632,305752,0,389,23,9,master
169,73,96,1104,21561765,4734253,19,34353,109,20,2,0,0,784,2067857,0,252,17619865,1636558,0,854,19,13,master
266,139,127,1762,28883614,7106518,20,48694,175,29,5,0,0,1525,3084054,0,307,24415108,1367631,0,1401,20,15,master
59,16,43,479,8346199,1741474,19,11835,67,5,0,0,0,269,784639,0,99,6784826,412640,0,402,19,11,master
21,8,13,168,3008436,700415,19,4357,14,1,0,0,0,132,278273,0,33,2517902,149335,0,128,19,11,master
47,25,22,312,4708677,1143229,14,7698,24,4,0,0,0,242,516433,0,66,3883718,323723,0,233,14,14,master
11,6,5,54,650053,240020,14,1171,1,0,0,0,0,41,108161,0,2,562245,18212,0,68,14,11,silver
28,19,9,158,2268674,663208,15,3260,14,2,0,0,0,151,303110,0,23,1704097,385847,0,175,15,10,bronze
38,16,22,237,5326080,1344836,19,6449,24,6,0,0,0,282,485309,0,59,4676726,127639,0,225,19,14,bronze
19,11,8,135,1911956,522940,17,2897,11,3,1,0,0,123,216122,0,15,1753956,62945,0,102,17,15,bronze
2,0,2,15,288243,71832,9,281,1,0,0,0,0,15,28388,0,0,226154,38209,0,24,9,10,bronze
