totalSessionsPlayed,totalSessionsLost,totalSessionsWon,totalChampionKills,totalDamageDealt,totalDamageTaken,mostChampionKillsPerSession,totalMinionKills,totalDoubleKills,totalTripleKills,totalQuadraKills,totalPentaKills,totalUnrealKills,totalDeathsPerSession,totalGoldEarned,mostSpellsCast,totalTurretsKilled,totalPhysicalDamageDealt,totalMagicDamageDealt,totalFirstBlood,totalAssists,maxChampionsKilled,maxNumDeaths,label
37,18,19,229,4760199,1337958,18,5756,15,2,0,0,0,242,442377,0,20,678018,3999642,0,428,18,11,platinum
81,35,46,359,10798872,2480431,11,12008,19,0,0,0,0,343,931776,0,47,1854620,8428682,0,798,11,11,diamond
19,6,13,63,1866549,670249,8,2879,2,0,0,0,0,100,198032,0,6,295970,1567706,0,221,8,10,diamond
35,14,21,172,4641614,1040461,12,6888,11,1,0,0,0,171,414744,0,26,720371,3904124,0,306,12,11,diamond
26,11,15,139,3439550,1017720,12,4801,7,2,0,0,0,128,319033,0,17,555912,2846951,0,273,12,9,diamond
32,9,23,180,4300413,1068802,13,6335,14,4,0,0,0,129,405931,0,20,791145,3488352,0,389,13,10,diamond
55,30,25,251,5808990,1748277,12,5115,15,1,0,0,0,278,551147,0,38,1355623,4191250,0,481,12,9,diamond
9,5,4,41,1370279,342629,9,2057,2,0,0,0,0,52,113339,0,3,192624,1174570,0,72,9,9,gold
20,6,14,134,2668197,727494,14,1679,13,1,0,0,0,122,250359,0,19,473315,2038435,0,275,14,11,gold
6,2,4,45,934849,304178,11,1116,4,2,0,0,0,29,89021,0,2,160515,767542,0,85,11,7,gold
26,9,17,126,3869493,856677,9,5693,10,1,0,0,0,89,334028,0,33,596281,3248307,0,277,9,7,challenger
158,65,93,672,20185143,4679560,12,31089,46,2,0,0,0,617,1815730,0,120,3086597,17006149,0,1447,12,11,challenger
20,13,7,67,2100410,588395,10,3322,4,0,0,0,0,124,196215,0,8,324991,1767272,0,136,10,11,master
65,32,33,271,7669361,2301039,12,12088,19,2,0,0,0,314,760886,0,23,1225782,6398654,0,669,12,11,master
23,10,13,92,3279685,790301,10,4542,6,0,0,0,0,128,274287,0,14,534565,2738320,0,178,10,11,master
17,5,12,60,2216454,484847,10,3408,2,0,0,0,0,53,197533,0,16,350109,1858972,0,168,10,6,master
44,19,25,109,2719454,1134267,9,3639,6,0,0,0,0,213,431225,0,15,534360,1976138,0,476,9,10,master
20,10,10,93,2732530,649306,11,4113,9,1,0,0,0,92,237886,0,16,399120,2322604,0,198,11,10,master
59,21,38,254,7894021,1940891,11,10863,18,1,0,0,0,278,693094,0,49,1587216,6245637,0,575,11,12,master
124,47,77,740,16076342,4178358,18,23970,71,10,2,0,0,544,1466075,0,93,2723676,13278300,0,1053,18,11,master
48,26,22,157,4990245,1457733,7,7251,9,0,0,0,0,279,487474,0,19,801090,4162564,0,467,7,12,master
202,83,119,602,22109156,6677310,10,33232,38,4,0,0,0,1058,2190918,0,125,3537073,18413166,0,2163,10,13,master
222,94,128,616,14333428,6327760,12,19307,25,1,0,0,0,1256,2199005,0,99,2578368,10896661,0,2612,12,15,master
45,18,27,174,5329072,1470321,11,8016,11,2,1,0,0,199,529380,0,32,874713,4417240,0,482,11,11,master
6,4,2,26,716768,183018,8,1075,2,0,0,0,0,31,69461,0,3,94195,620338,0,49,8,9,silver
5,2,3,10,198232,133935,3,261,0,0,0,0,0,29,45695,0,1,35491,137931,0,41,3,14,silver
5,2,3,6,343750,139217,3,372,0,0,0,0,0,24,48661,0,2,51622,272996,0,60,3,8,bronze
