totalSessionsPlayed,totalSessionsLost,totalSessionsWon,totalChampionKills,totalDamageDealt,totalDamageTaken,mostChampionKillsPerSession,totalMinionKills,totalDoubleKills,totalTripleKills,totalQuadraKills,totalPentaKills,totalUnrealKills,totalDeathsPerSession,totalGoldEarned,mostSpellsCast,totalTurretsKilled,totalPhysicalDamageDealt,totalMagicDamageDealt,totalFirstBlood,totalAssists,maxChampionsKilled,maxNumDeaths,label
11,6,5,60,1630447,220585,12,2177,6,0,0,0,0,64,139628,0,15,1550832,67713,0,63,12,10,platinum
63,20,43,598,10799354,1344511,17,13099,90,11,2,0,0,331,926036,0,128,10251327,364990,0,508,17,13,platinum
51,23,28,377,8097362,909697,23,10414,52,9,1,0,0,195,677224,0,93,7595400,388150,0,317,23,9,platinum
60,32,28,419,9029375,1279902,19,12623,50,6,0,0,0,357,782829,0,84,8284544,671119,0,392,19,12,platinum
20,7,13,180,3517206,404246,20,4548,23,3,0,0,0,109,286059,0,48,3284590,206417,0,136,20,13,platinum
19,10,9,116,2773863,364145,22,3585,14,1,0,0,0,99,239675,0,33,2617848,113692,0,123,22,9,platinum
71,34,37,577,10352992,1283821,23,13482,67,9,1,0,0,348,918278,0,86,9692921,603633,0,497,23,11,platinum
43,19,24,327,6002862,858303,24,7679,43,1,0,0,0,266,546177,0,79,5619116,322125,0,329,24,12,platinum
33,12,21,343,5223853,778451,22,6255,52,6,1,0,0,242,475730,0,75,4871087,273982,0,292,22,16,platinum
32,18,14,174,4705780,541966,14,6447,16,3,0,0,0,119,391584,0,30,4353863,296985,0,209,14,10,platinum
33,19,14,266,5070070,777240,21,6728,25,5,1,0,0,174,455286,0,50,4776299,202138,0,262,21,14,platinum
54,30,24,398,7933243,1086634,18,10528,50,8,0,0,0,293,688018,0,78,7102216,745603,0,368,18,11,platinum
41,21,20,341,7677905,793694,24,9021,48,5,0,0,0,176,594071,0,50,7052667,542716,0,337,24,12,platinum
68,30,38,497,10461363,1220040,24,14167,67,12,2,0,0,295,879827,0,101,9455129,931130,0,438,24,11,platinum
221,113,108,1781,34230011,4957924,31,44005,258,58,13,1,0,1509,2924826,0,368,31820732,2056573,0,1527,31,15,platinum
70,33,37,382,9835045,1292392,14,13696,39,7,0,0,0,393,846624,0,94,9124396,636730,0,507,14,11,platinum
132,60,72,1004,21005738,2992199,19,26808,117,16,2,0,0,903,1778824,0,214,19379666,1452197,0,997,19,14,platinum
41,20,21,292,6512459,796610,18,8848,43,7,2,0,0,204,555992,0,57,6045956,405404,0,313,18,11,platinum
94,46,48,639,13207051,1534591,18,18220,78,6,0,0,0,395,1189747,0,148,12257777,861103,0,772,18,10,platinum
31,14,17,237,4259233,645312,18,5728,25,3,2,1,0,189,388749,0,37,4048146,173986,0,244,18,12,platinum
19,8,11,183,3316890,421371,24,3628,20,4,1,0,0,121,262536,0,30,3122015,151733,0,153,24,11,platinum
81,39,42,514,12155403,1447649,17,16619,65,6,0,0,0,394,1050597,0,146,11583150,494458,0,598,17,12,platinum
28,19,9,188,3935193,612914,23,5170,23,4,2,1,0,199,348754,0,44,3732295,159990,0,191,23,11,platinum
23,13,10,210,4254773,477007,21,5043,30,1,0,0,0,142,329933,0,53,3980280,221530,0,166,21,12,platinum
4,4,0,14,431511,73178,5,684,1,0,0,0,0,22,41959,0,5,409236,21196,0,14,5,8,platinum
7,1,6,61,1343203,169344,13,1571,7,1,0,0,0,35,109075,0,16,1263471,53804,0,47,13,8,platinum
20,12,8,166,3323397,443636,26,4367,23,3,0,0,0,115,275174,0,20,3165294,111931,0,172,26,11,platinum
116,51,65,999,17395028,2013616,21,24613,154,22,4,1,0,499,1566993,0,158,16306401,847091,0,811,21,10,platinum
90,34,56,657,15058470,1867005,20,19327,94,6,2,0,0,428,1226864,0,166,13465091,1427410,0,701,20,12,platinum
11,8,3,50,1415621,192141,13,2090,5,0,0,0,0,57,124510,0,10,1227788,172976,0,60,13,9,platinum
131,53,78,1108,19224534,2385822,20,25864,135,19,2,1,0,623,1736793,0,246,17126319,1820377,0,1050,20,11,platinum
3,1,2,13,569154,70240,5,753,0,0,0,0,0,17,44448,0,6,537008,21997,0,23,5,8,platinum
167,70,97,1507,27899086,3531610,24,34556,231,47,6,2,0,915,2304338,0,315,25635082,1872131,0,1097,24,14,platinum
24,12,12,231,4739854,556835,22,5431,34,8,1,0,0,134,358873,0,57,4475655,195317,0,151,22,10,platinum
6,1,5,48,931266,93662,14,1224,7,1,1,1,0,23,81921,0,15,844211,77616,0,55,14,7,platinum
69,36,33,554,12099156,1736332,20,14821,75,10,0,0,0,459,983282,0,153,11247528,693368,0,540,20,13,platinum
112,58,54,663,16608419,2117522,16,22436,89,11,3,1,0,505,1420859,0,168,15200294,1218580,0,810,16,12,diamond
25,13,12,152,3457055,388206,30,4871,20,1,0,0,0,127,298255,0,36,3279257,157140,0,169,30,9,diamond
15,5,10,107,2593401,337088,13,3241,18,3,0,0,0,78,205052,0,36,2444901,102307,0,110,13,9,diamond
19,6,13,152,3724927,360896,18,4659,29,5,1,0,0,86,275449,0,38,3496952,191165,0,119,18,9,diamond
64,33,31,525,10848532,1565532,24,12424,63,10,2,0,0,524,879598,0,82,9984702,753077,0,468,24,17,diamond
46,22,24,252,6854217,806836,14,9498,26,6,1,0,0,208,561053,0,71,6282141,499808,0,279,14,9,diamond
116,64,52,780,17537399,2242569,21,23874,104,16,1,0,0,597,1494415,0,195,16418506,893683,0,763,21,14,diamond
63,31,32,513,11116837,1196624,30,14798,76,9,3,0,0,255,894180,0,112,10284423,713781,0,453,30,8,diamond
43,20,23,239,6725066,688412,14,9144,18,3,1,0,0,148,537368,0,66,6279324,374317,0,272,14,7,diamond
121,58,63,818,19892050,2401130,20,26427,123,16,5,1,0,556,1586882,0,220,18618402,1051411,0,780,20,12,diamond
217,114,103,1784,32048915,4316870,36,42057,273,51,7,0,0,1189,2842835,0,364,30677763,893548,0,1491,36,13,diamond
34,14,20,242,5081437,511814,16,6568,35,9,1,0,0,132,427628,0,64,4727611,308776,0,241,16,7,diamond
21,7,14,143,3587503,397023,12,4462,18,4,0,0,0,93,283940,0,46,3342054,202794,0,137,12,11,diamond
15,8,7,96,2356232,272668,15,3118,12,3,1,0,0,64,191541,0,16,2228362,98586,0,96,15,9,diamond
18,11,7,127,2544355,313112,20,3512,17,4,0,0,0,93,217251,0,19,2419792,95527,0,106,20,10,diamond
38,19,19,213,6230388,735505,13,7922,27,6,1,0,0,213,471906,0,60,5854441,314417,0,209,13,11,diamond
603,293,310,4047,95484398,10260681,23,132207,541,86,14,3,0,2099,7770666,0,1036,89215107,5304528,0,3655,23,10,diamond
68,31,37,430,9648177,1156308,14,13024,49,5,0,0,0,337,826370,0,112,8615996,964405,0,486,14,11,diamond
26,11,15,175,3885447,493832,19,5053,27,3,0,0,0,130,329224,0,42,3691897,156210,0,170,19,11,diamond
166,76,90,1316,22961387,3257072,21,31660,178,29,2,0,0,1009,2114755,0,289,21734547,952545,0,1261,21,16,diamond
45,26,19,224,7314771,947534,15,9887,21,1,0,0,0,251,573393,0,71,6914129,295212,0,261,15,14,diamond
131,64,67,1005,22233394,2826574,23,25083,135,20,2,1,0,851,1726067,0,218,21008838,908138,0,817,23,12,diamond
67,30,37,623,9920158,1554795,23,13269,88,20,4,1,0,509,908362,0,126,9203783,546028,0,457,23,15,diamond
193,89,104,1151,30846340,3236096,17,39889,128,20,1,0,0,768,2472608,0,310,28854332,1677996,0,1212,17,11,diamond
48,18,30,307,7018432,787269,18,10231,39,8,1,0,0,187,613196,0,89,6554594,402558,0,306,18,10,diamond
56,21,35,408,9657443,1217021,14,11674,52,6,1,0,0,357,766564,0,92,8578172,973212,0,415,14,14,diamond
32,17,15,170,5024663,603978,19,6576,13,2,1,0,0,166,404404,0,60,4648659,337473,0,244,19,9,diamond
81,41,40,546,15285969,1578207,19,18616,77,13,2,0,0,373,1119596,0,141,13810792,1293276,0,551,19,10,diamond
214,112,102,1399,30129651,4006196,18,41425,186,27,4,0,0,1108,2637171,0,337,27542566,2233367,0,1411,18,13,diamond
152,82,70,977,24920038,3210607,19,33178,133,24,2,0,0,852,1989780,0,223,23530465,1116113,0,989,19,14,diamond
24,11,13,200,3350533,464180,17,4663,31,8,1,0,0,134,309768,0,45,3164974,131148,0,197,17,11,diamond
40,22,18,280,6046297,709114,17,8101,37,7,1,1,0,218,509927,0,76,5683228,322147,0,258,17,13,diamond
128,57,71,856,23285039,2408347,20,29981,118,18,1,0,0,584,1751109,0,254,21402042,1650929,0,823,20,14,diamond
77,31,46,437,10798556,1377701,20,15154,56,6,0,0,0,339,916074,0,121,10105996,626530,0,511,20,10,diamond
118,53,65,865,19111406,2321128,25,25652,132,12,3,0,0,598,1571633,0,223,18037076,813967,0,859,25,12,diamond
60,29,31,445,8047512,1142011,23,10928,59,11,1,0,0,351,741904,0,107,7534845,421854,0,405,23,14,diamond
71,36,35,582,11525947,1525933,24,14755,87,13,1,0,0,410,945623,0,98,10848381,512948,0,429,24,12,diamond
63,31,32,412,10161320,1100644,20,13335,68,7,0,0,0,252,806002,0,115,9280948,774498,0,363,20,11,diamond
36,12,24,284,6127812,691871,19,7561,43,5,0,0,0,155,491080,0,89,5776420,213377,0,276,19,9,diamond
