totalSessionsPlayed,totalSessionsLost,totalSessionsWon,totalChampionKills,totalDamageDealt,totalDamageTaken,mostChampionKillsPerSession,totalMinionKills,totalDoubleKills,totalTripleKills,totalQuadraKills,totalPentaKills,totalUnrealKills,totalDeathsPerSession,totalGoldEarned,mostSpellsCast,totalTurretsKilled,totalPhysicalDamageDealt,totalMagicDamageDealt,totalFirstBlood,totalAssists,maxChampionsKilled,maxNumDeaths,label
55,27,28,484,6489744,949734,26,8813,81,14,4,1,0,337,635836,0,34,643193,5786728,0,361,26,11,diamond
79,29,50,884,10887450,1486578,24,12471,154,28,4,1,0,405,1039926,0,61,964168,9827753,0,618,24,12,gold
11,5,6,143,1374234,190877,27,1884,24,9,2,1,0,50,147529,0,4,113929,1244756,0,61,27,10,gold
63,25,38,516,6900590,1003090,21,10515,88,20,4,1,0,265,727344,0,35,619313,6229369,0,383,21,12,challenger
18,10,8,152,2132724,351049,16,3153,27,7,0,0,0,100,225251,0,13,169241,1950299,0,151,16,9,master
399,193,206,3416,46812416,6515468,29,70171,643,136,23,5,0,1701,4744640,0,215,4039052,42512189,0,2455,29,12,master
141,37,104,1644,19973543,2596698,28,27275,299,81,22,6,0,597,1892421,0,132,1809185,17967124,0,942,28,11,master
400,173,227,3865,45725742,6756202,40,66912,696,168,24,3,0,2008,4761625,0,293,4114242,41238450,0,2626,40,12,master
173,69,104,1576,20924726,3093549,29,31125,268,43,8,1,0,886,2081474,0,130,1954909,18821771,0,1120,29,12,master
58,8,50,662,6796249,775934,22,10576,142,36,5,0,0,176,707540,0,68,632251,6124408,0,315,22,12,master
356,151,205,3810,49342296,6337160,30,71682,715,178,40,10,0,1685,4731664,0,288,4525511,44525114,0,1942,30,12,master
112,39,73,1037,15608560,2172712,24,21450,177,43,11,4,0,438,1447283,0,108,1550394,13931762,0,896,24,9,master
12,9,3,65,1182148,203670,12,1520,14,1,0,0,0,108,121749,0,3,121783,1053521,0,47,12,16,bronze
11,4,7,150,1843668,246588,36,2000,24,4,1,0,0,68,174311,0,7,142698,1685841,0,114,36,10,bronze
