totalSessionsPlayed,totalSessionsLost,totalSessionsWon,totalChampionKills,totalDamageDealt,totalDamageTaken,mostChampionKillsPerSession,totalMinionKills,totalDoubleKills,totalTripleKills,totalQuadraKills,totalPentaKills,totalUnrealKills,totalDeathsPerSession,totalGoldEarned,mostSpellsCast,totalTurretsKilled,totalPhysicalDamageDealt,totalMagicDamageDealt,totalFirstBlood,totalAssists,maxChampionsKilled,maxNumDeaths,label
39,19,20,250,5134810,1298331,15,2116,17,2,0,0,0,218,448527,0,40,3306451,1288591,0,263,15,13,platinum
14,6,8,93,1627314,409006,11,517,8,0,0,0,0,83,166439,0,15,1370957,74508,0,137,11,12,platinum
21,8,13,162,3303713,710774,14,1123,15,1,0,0,0,130,276343,0,18,2557898,513163,0,174,14,12,platinum
53,27,26,469,8896616,1887258,19,4131,47,8,2,0,0,413,710533,0,90,5832135,2485111,0,364,19,16,gold
45,15,30,293,7179968,1549740,16,3078,20,3,0,0,0,227,593078,0,71,5621537,992413,0,409,16,12,silver
25,12,13,202,3567462,878142,20,1292,20,3,0,0,0,185,312474,0,15,2903411,389098,0,182,20,15,bronze
17,7,10,137,2593205,604516,20,1038,18,3,0,0,0,114,229474,0,25,2004924,414200,0,144,20,14,bronze
229,136,93,1411,36888296,7884135,18,17213,105,10,1,0,0,1708,2957512,0,273,27514268,6132794,0,1421,18,16,bronze
18,5,13,171,3248687,638447,23,1306,16,0,0,0,0,106,255096,0,35,2006690,1026512,0,138,23,9,bronze
12,8,4,57,1311043,328918,13,530,3,0,0,0,0,60,127553,0,14,1036109,178755,0,76,13,9,bronze
18,8,10,184,2743627,597007,26,1240,20,4,0,0,0,151,232570,0,25,1892473,677313,0,116,26,19,bronze
8,6,2,46,1181252,285500,11,586,2,0,0,0,0,62,98381,0,7,1016712,59118,0,49,11,13,bronze
15,11,4,77,2021400,474212,12,813,7,0,0,0,0,95,172242,0,12,1457861,444744,0,94,12,13,bronze
