totalSessionsPlayed,totalSessionsLost,totalSessionsWon,totalChampionKills,totalDamageDealt,totalDamageTaken,mostChampionKillsPerSession,totalMinionKills,totalDoubleKills,totalTripleKills,totalQuadraKills,totalPentaKills,totalUnrealKills,totalDeathsPerSession,totalGoldEarned,mostSpellsCast,totalTurretsKilled,totalPhysicalDamageDealt,totalMagicDamageDealt,totalFirstBlood,totalAssists,maxChampionsKilled,maxNumDeaths,label
57,22,35,609,10745818,1846612,22,4731,67,11,1,0,0,401,829429,0,97,6479284,3674840,0,360,22,16,platinum
60,35,25,364,9231244,1837431,14,3356,31,1,0,0,0,308,746531,0,37,2778343,5781480,0,460,14,12,platinum
256,114,142,2149,33707915,6264904,24,12223,184,17,2,0,0,1518,3046450,0,195,11334532,20100679,0,2279,24,16,diamond
96,47,49,525,12937938,2350765,17,4828,36,2,0,0,0,527,1105078,0,53,3846898,8064731,0,851,17,14,diamond
103,41,62,729,14630019,2879996,19,4424,56,6,0,0,0,349,1253401,0,50,3925822,9379460,0,1136,19,8,challenger
131,45,86,1082,16991609,3149499,27,5508,116,14,2,0,0,554,1557295,0,90,4641183,11133393,0,1205,27,12,challenger
198,80,118,1482,26742789,4957819,21,8356,110,7,1,0,0,1067,2373343,0,94,7455959,17333163,0,2103,21,16,challenger
23,7,16,138,2568521,546394,12,662,10,0,0,0,0,105,253097,0,7,704259,1689208,0,184,12,11,challenger
60,24,36,604,12261407,1838232,20,4899,74,8,0,0,0,309,884183,0,54,2496585,8933270,0,431,20,12,master
57,24,33,421,9064916,1406050,16,1688,35,6,1,0,0,207,709816,0,35,2749008,5708688,0,427,16,11,master
41,19,22,300,6066775,1168189,15,1499,31,4,0,0,0,192,502310,0,23,1562922,4108032,0,377,15,10,master
113,44,69,883,16800888,2579033,17,6082,96,10,1,0,0,370,1363590,0,72,3770713,12065031,0,1038,17,10,master
72,36,36,663,9492174,1922185,20,2957,57,2,0,0,0,385,905657,0,35,2875977,5831571,0,667,20,14,master
51,15,36,482,7927987,1354791,23,2268,59,5,2,1,0,240,659785,0,46,3305342,4115547,0,442,23,11,master
193,95,98,1910,34546379,5408557,27,14473,193,32,1,0,0,1143,2633552,0,156,11896088,20737883,0,1222,27,14,master
317,152,165,2284,59387948,8793685,26,26081,237,23,6,1,0,1927,4244036,0,208,15353507,39876807,0,2874,26,16,master
74,31,43,830,11983648,1962903,32,3450,92,19,3,0,0,432,1015259,0,49,3297566,7807728,0,588,32,13,master
95,39,56,707,13561176,2856174,21,3150,46,4,2,1,0,388,1203545,0,35,4291643,8081252,0,1017,21,9,master
10,2,8,104,1555935,258198,21,531,11,1,0,0,0,48,133158,0,10,408574,1042382,0,90,21,11,master
94,42,52,765,14686678,2215831,26,3592,47,5,1,0,0,396,1182790,0,31,3658796,9950605,0,776,26,10,master
651,278,373,6372,89167712,14965596,33,26508,701,75,7,0,0,2878,8041970,0,436,25568917,57860098,0,5305,33,14,master
126,39,87,1276,20239668,3529453,27,6173,126,13,2,0,0,626,1698938,0,105,4996675,13683910,0,1232,27,15,master
12,4,8,64,1380851,329993,11,512,3,0,0,0,0,74,134985,0,2,373677,916154,0,113,11,15,silver
40,22,18,298,5343702,1049360,16,2153,19,3,0,0,0,185,496208,0,16,1521699,3473924,0,429,16,9,silver
54,35,19,358,5606394,1380165,27,1841,24,5,0,0,0,320,580892,0,13,1699075,3398827,0,569,27,12,silver
117,59,58,927,14557196,3428046,21,5583,63,3,0,0,0,1053,1490166,0,72,6794617,6546914,0,1068,21,19,bronze
