totalSessionsPlayed,totalSessionsLost,totalSessionsWon,totalChampionKills,totalDamageDealt,totalDamageTaken,mostChampionKillsPerSession,totalMinionKills,totalDoubleKills,totalTripleKills,totalQuadraKills,totalPentaKills,totalUnrealKills,totalDeathsPerSession,totalGoldEarned,mostSpellsCast,totalTurretsKilled,totalPhysicalDamageDealt,totalMagicDamageDealt,totalFirstBlood,totalAssists,maxChampionsKilled,maxNumDeaths,label
12,7,5,50,1853725,433734,9,1810,5,1,0,0,0,68,154899,0,13,1074258,695644,0,114,9,9,platinum
502,228,274,2849,64766673,16114317,19,85592,211,12,3,0,0,3114,6341216,0,563,35607113,28049355,0,4786,19,14,platinum
33,14,19,184,3807913,1143137,15,5266,13,0,0,0,0,243,373390,0,27,2480109,1301779,0,301,15,14,diamond
10,3,7,47,1207789,329317,11,814,3,0,0,0,0,40,117686,0,6,661212,452935,0,145,11,8,gold
24,15,9,96,3198897,718696,11,4651,5,1,0,0,0,106,279159,0,22,2007603,1174761,0,181,11,8,gold
377,157,220,1702,46801070,12739410,15,70107,100,8,1,0,0,1852,4355540,0,276,21220292,25362464,0,3677,15,13,master
246,110,136,1174,29304580,7491135,21,43876,68,3,1,0,0,1103,2848547,0,146,13393514,15668983,0,2399,21,11,master
102,40,62,387,12536087,2961517,10,18792,14,0,0,0,0,500,1205256,0,89,7898877,4492239,0,1008,10,13,master
8,5,3,36,1113660,319182,9,1400,2,0,0,0,0,55,100100,0,4,855432,250349,0,73,9,11,silver
5,1,4,23,455054,121006,8,475,0,0,0,0,0,18,60994,0,6,196723,221544,0,110,8,6,bronze
22,10,12,154,2764402,849720,13,2555,7,0,0,0,0,159,263179,0,16,1734342,976136,0,192,13,17,bronze
