totalSessionsPlayed,totalSessionsLost,totalSessionsWon,totalChampionKills,totalDamageDealt,totalDamageTaken,mostChampionKillsPerSession,totalMinionKills,totalDoubleKills,totalTripleKills,totalQuadraKills,totalPentaKills,totalUnrealKills,totalDeathsPerSession,totalGoldEarned,mostSpellsCast,totalTurretsKilled,totalPhysicalDamageDealt,totalMagicDamageDealt,totalFirstBlood,totalAssists,maxChampionsKilled,maxNumDeaths,label
7,2,5,72,1051527,105436,18,1208,6,0,0,0,0,29,91364,0,10,90186,953338,0,55,18,7,platinum
111,50,61,1035,19200120,2244854,25,21254,90,10,1,0,0,935,1506564,0,116,1531994,17541015,0,704,25,18,platinum
17,5,12,104,1912765,258988,13,2854,6,0,0,0,0,75,182289,0,23,161025,1749617,0,90,13,13,diamond
69,22,47,596,12135011,1170547,21,15579,44,9,1,1,0,365,950482,0,61,1207112,10866353,0,486,21,14,diamond
39,17,22,337,5480488,837942,18,6926,24,1,1,0,0,311,512373,0,28,528614,4904499,0,301,18,15,diamond
125,58,67,883,16741641,1972115,21,21664,64,5,1,0,0,734,1500471,0,84,1518161,15123372,0,836,21,14,diamond
2,1,1,12,191561,25930,9,255,0,0,0,0,0,11,20311,0,1,20777,170603,0,20,9,8,gold
339,162,177,2131,48472017,6213070,20,60741,169,13,0,0,0,2242,3988767,0,268,4330198,43838799,0,2415,20,16,challenger
26,14,12,196,4785738,473614,13,5948,22,3,0,0,0,158,347106,0,27,312066,4455254,0,136,13,12,challenger
38,15,23,351,5785200,571759,22,7237,30,5,0,0,0,186,481300,0,50,451317,5292473,0,243,22,10,master
186,87,99,1547,33499950,2776744,28,42281,129,16,2,0,0,920,2500247,0,155,2517146,30795115,0,1134,28,13,master
42,15,27,387,7732514,818811,22,9316,42,6,0,0,0,258,583049,0,39,549617,7137489,0,307,22,14,master
63,31,32,446,10019119,961389,17,13258,41,2,0,0,0,264,785870,0,46,665086,9312612,0,351,17,10,master
5,3,2,28,771607,94033,9,958,2,0,0,0,0,37,58803,0,4,68214,698421,0,32,9,12,master
476,205,271,3201,73819724,6288242,24,93729,240,23,1,0,0,1891,5880706,0,439,4634260,68664890,0,2893,24,12,master
21,9,12,159,3300847,324205,15,4083,14,0,0,0,0,97,258994,0,17,240599,3051630,0,120,15,9,master
22,1,21,204,3674181,292720,20,4554,22,5,0,0,0,71,294819,0,44,256943,3402067,0,146,20,10,master
227,84,143,1708,35383097,3852782,21,43813,127,7,0,0,0,1404,2869214,0,291,3063571,32012291,0,1586,21,17,master
145,59,86,1045,23423891,2793930,24,29915,72,6,0,0,0,962,1828424,0,149,1821769,21469460,0,867,24,15,master
60,21,39,520,9895161,824551,19,12567,50,6,2,0,0,233,774480,0,51,611129,9215550,0,302,19,15,master
80,35,45,693,13308381,1658995,19,16199,56,5,0,0,0,503,1066003,0,72,1125109,12078190,0,619,19,13,master
32,14,18,215,4351094,532698,17,5771,14,3,2,0,0,182,367890,0,28,301808,4021313,0,191,17,15,master
29,12,17,192,4351011,458334,13,5952,10,3,0,0,0,158,357031,0,39,363165,3958911,0,187,13,16,master
37,18,19,242,7324154,622296,12,8737,15,1,0,0,0,198,509108,0,39,424446,6878776,0,223,12,10,master
87,35,52,551,9355845,1246659,14,13442,34,2,0,0,0,475,890165,0,88,1034701,8257499,0,454,14,11,master
140,74,66,928,24859799,2429904,18,27335,59,9,0,0,0,797,1863946,0,112,1699735,22971507,0,1134,18,15,silver
39,19,20,292,6613428,722284,16,8400,22,4,0,0,0,190,531239,0,22,696960,5880471,0,300,16,11,bronze
8,4,4,103,1661497,165230,29,1673,11,2,1,0,0,51,126622,0,15,151540,1503564,0,78,29,11,bronze
