totalSessionsPlayed,totalSessionsLost,totalSessionsWon,totalChampionKills,totalDamageDealt,totalDamageTaken,mostChampionKillsPerSession,totalMinionKills,totalDoubleKills,totalTripleKills,totalQuadraKills,totalPentaKills,totalUnrealKills,totalDeathsPerSession,totalGoldEarned,mostSpellsCast,totalTurretsKilled,totalPhysicalDamageDealt,totalMagicDamageDealt,totalFirstBlood,totalAssists,maxChampionsKilled,maxNumDeaths,label
40,17,23,318,6216401,850808,21,7907,40,4,0,0,0,227,551920,0,64,5272006,878549,0,353,21,14,platinum
23,12,11,142,3161218,438044,14,3984,20,0,0,0,0,114,285845,0,19,2566880,570836,0,235,14,10,platinum
19,12,7,99,3103439,291467,13,4027,11,2,0,0,0,73,239124,0,19,2204298,883571,0,142,13,11,platinum
24,13,11,188,2817325,461947,20,3662,19,3,1,1,0,153,280039,0,22,2211830,570930,0,212,20,12,platinum
6,2,4,35,856619,107189,9,1023,3,0,0,0,0,23,74828,0,8,622998,228853,0,59,9,6,platinum
31,15,16,251,5310127,590210,21,6545,35,5,2,0,0,146,439179,0,36,4534153,716824,0,262,21,11,platinum
15,7,8,86,2161303,224248,15,2821,5,0,0,0,0,58,187378,0,12,1806162,342205,0,130,15,8,platinum
47,26,21,282,7062370,840463,16,8833,33,2,0,0,0,238,593073,0,60,5955683,1002754,0,393,16,11,platinum
66,33,33,420,8923686,1162619,17,11976,58,13,2,1,0,368,801448,0,62,7126765,1702433,0,572,17,11,platinum
43,16,27,307,5624867,812233,17,7579,30,7,1,0,0,252,537952,0,54,4519746,1026848,0,401,17,13,platinum
60,26,34,527,8874973,1330113,20,11351,71,10,1,0,0,356,796647,0,73,7230521,1508253,0,524,20,15,platinum
33,18,15,288,4961048,597309,23,6211,40,9,2,0,0,164,443532,0,42,4217791,633198,0,268,23,10,platinum
57,27,30,406,8075493,1011943,21,9959,49,5,0,0,0,339,728339,0,72,5919157,2074133,0,565,21,19,platinum
59,28,31,416,9390013,1136187,21,12318,49,12,1,0,0,333,773349,0,64,7307132,1998874,0,471,21,12,platinum
83,39,44,661,11644052,1612415,22,14444,84,8,2,0,0,488,1068353,0,119,9422307,1996762,0,796,22,11,platinum
53,31,22,376,7504234,876212,24,9788,47,3,1,0,0,266,641290,0,52,5839847,1578486,0,439,24,12,platinum
22,14,8,168,3663272,511930,17,4237,15,2,0,0,0,187,307040,0,17,2872083,758081,0,227,17,14,platinum
15,7,8,125,2591227,283473,17,2979,21,6,1,0,0,91,202965,0,30,1995498,563390,0,137,17,11,platinum
44,20,24,324,5737569,635586,17,7816,41,9,2,2,0,160,553947,0,58,4731506,951425,0,417,17,7,platinum
34,18,16,241,3934628,507697,20,5619,31,8,1,1,0,142,405245,0,28,3243995,644682,0,277,20,9,platinum
38,25,13,185,5184865,737773,14,7157,22,2,0,0,0,187,444743,0,44,4395776,720529,0,286,14,11,platinum
20,4,16,195,2551615,305747,19,3452,36,8,1,1,0,83,246483,0,38,2121541,390075,0,143,19,8,platinum
184,92,92,1357,24340923,3423283,23,32230,176,22,5,1,0,979,2387841,0,262,21434382,2528910,0,1762,23,16,platinum
17,9,8,94,1850573,254708,13,2569,7,2,1,0,0,77,182961,0,13,1457741,373209,0,117,13,9,platinum
49,21,28,422,6723176,870283,22,8902,57,12,1,0,0,274,624917,0,50,5036922,1623990,0,309,22,15,platinum
14,9,5,101,1763524,280038,13,2542,13,1,0,0,0,76,168782,0,9,1489100,255337,0,96,13,12,platinum
171,82,89,1213,25801928,3137521,19,31789,139,23,5,1,0,946,2199940,0,227,20873015,4658134,0,1495,19,12,platinum
