totalSessionsPlayed,totalSessionsLost,totalSessionsWon,totalChampionKills,totalDamageDealt,totalDamageTaken,mostChampionKillsPerSession,totalMinionKills,totalDoubleKills,totalTripleKills,totalQuadraKills,totalPentaKills,totalUnrealKills,totalDeathsPerSession,totalGoldEarned,mostSpellsCast,totalTurretsKilled,totalPhysicalDamageDealt,totalMagicDamageDealt,totalFirstBlood,totalAssists,maxChampionsKilled,maxNumDeaths,label
23,10,13,92,1438747,860013,11,2097,7,0,0,0,0,152,267441,0,23,352437,930435,0,284,11,12,platinum
42,16,26,288,3946088,1572918,17,5338,17,2,1,0,0,276,492700,0,31,831837,3077378,0,363,17,11,platinum
46,22,24,131,3438017,1656706,9,4424,3,0,0,0,0,249,508242,0,31,723480,2489935,0,430,9,11,platinum
6,3,3,16,238216,205759,7,391,0,0,0,0,0,33,63227,0,0,66735,145812,0,69,7,9,gold
161,69,92,662,15885202,4580964,14,26667,28,2,0,0,0,631,1779111,0,95,3357556,12340957,0,1463,14,13,challenger
35,14,21,75,1083546,886227,8,1466,1,0,0,0,0,171,323679,0,11,231461,703449,0,421,8,13,challenger
44,14,30,127,2228886,1348894,6,3388,5,0,0,0,0,200,461517,0,16,519331,1407025,0,454,6,10,master
16,10,6,41,1129426,381909,5,2183,0,0,0,0,0,64,143542,0,6,289374,825432,0,97,5,11,master
34,15,19,107,2274615,1074944,11,3351,5,0,0,0,0,169,329199,0,4,433348,1757641,0,341,11,14,master
55,22,33,377,6225983,1820621,16,8675,25,1,0,0,0,215,656039,0,42,1358280,4758236,0,434,16,10,master
62,32,30,476,8638903,3159691,21,9974,34,4,0,0,0,469,857122,0,45,2169297,6382393,0,563,21,14,silver
21,7,14,96,1828921,708272,12,1967,3,0,0,0,0,178,252754,0,13,465181,1274621,0,253,12,15,silver
14,8,6,84,1483663,606087,11,1634,5,0,0,0,0,98,170562,0,7,313484,1116625,0,167,11,11,silver
21,6,15,65,695546,569716,7,786,3,0,0,0,0,126,196348,0,7,268080,301955,0,255,7,15,bronze
3,2,1,6,199758,80018,5,198,0,0,0,0,0,24,26802,0,3,70875,121342,0,17,5,10,bronze
3,0,3,5,155094,104904,3,185,0,0,0,0,0,22,36841,0,0,32306,100170,0,52,3,8,bronze
9,4,5,19,595375,247862,4,634,0,0,0,0,0,40,86618,0,2,134093,442688,0,68,4,11,bronze
14,7,7,24,504066,410701,4,559,1,0,0,0,0,96,124573,0,8,147443,287658,0,106,4,12,bronze
12,7,5,38,1202249,383027,7,1613,0,0,0,0,0,77,132173,0,6,249404,926321,0,92,7,12,bronze
4,2,2,7,325327,118457,4,446,0,0,0,0,0,16,42759,0,2,81765,231250,0,29,4,7,bronze
