totalSessionsPlayed,totalSessionsLost,totalSessionsWon,totalChampionKills,totalDamageDealt,totalDamageTaken,mostChampionKillsPerSession,totalMinionKills,totalDoubleKills,totalTripleKills,totalQuadraKills,totalPentaKills,totalUnrealKills,totalDeathsPerSession,totalGoldEarned,mostSpellsCast,totalTurretsKilled,totalPhysicalDamageDealt,totalMagicDamageDealt,totalFirstBlood,totalAssists,maxChampionsKilled,maxNumDeaths,label
38,12,26,310,7001828,1176298,23,1827,38,6,0,0,0,173,503263,0,32,6212848,199587,0,251,23,10,platinum
21,11,10,195,3965256,650793,21,874,22,5,2,1,0,121,291817,0,10,3620077,107187,0,111,21,11,platinum
80,41,39,844,14080767,2326224,22,4155,99,21,4,2,0,466,1122256,0,75,12948277,398282,0,492,22,11,platinum
105,41,64,1161,17133493,3325873,23,5372,143,34,7,2,0,717,1416356,0,88,15309262,591712,0,621,23,15,platinum
20,9,11,149,3361631,547128,21,819,14,3,2,0,0,84,248948,0,14,3017084,103899,0,113,21,7,platinum
204,106,98,1634,28944508,5684733,36,9264,153,21,3,0,0,1135,2448774,0,153,26006029,1003329,0,1278,36,14,diamond
87,46,41,744,10803957,2153908,22,3845,84,11,4,0,0,395,998046,0,43,9733443,371895,0,537,22,10,diamond
68,23,45,681,10277381,1704694,23,4747,75,16,4,0,0,349,852345,0,73,9394662,346172,0,388,23,12,diamond
133,72,61,899,25149328,4476366,21,7986,78,13,1,0,0,760,1783082,0,65,22364857,706249,0,773,21,12,diamond
82,38,44,692,13146646,2045274,20,3200,98,12,2,0,0,310,1000552,0,58,12103917,374388,0,383,20,10,diamond
100,46,54,844,15897770,2705842,23,5107,90,19,2,1,0,638,1249026,0,73,14374760,490174,0,583,23,13,diamond
74,25,49,825,12564164,1963589,30,3872,103,19,2,0,0,354,986805,0,56,11374081,378780,0,394,30,14,diamond
36,15,21,404,6339413,1092748,21,1682,56,13,2,0,0,200,490160,0,31,5858814,190358,0,217,21,11,diamond
92,42,50,801,14241621,2585099,22,3515,88,15,4,2,0,509,1161191,0,75,12783174,418022,0,532,22,14,diamond
11,5,6,90,1329907,274437,16,405,9,1,0,0,0,55,117619,0,7,1161652,63959,0,54,16,12,gold
22,11,11,221,4243708,830211,21,1750,26,4,2,1,0,143,323112,0,17,3797446,152774,0,219,21,11,gold
33,18,15,304,5182816,961182,20,1321,36,8,1,0,0,126,413574,0,25,4714830,204484,0,151,20,7,gold
41,21,20,423,5900702,1153614,25,1741,57,10,2,0,0,235,505543,0,27,5283732,215514,0,194,25,13,challenger
33,13,20,358,6237499,1082156,20,1761,50,6,0,0,0,210,477588,0,21,5648599,181062,0,220,20,14,challenger
151,55,96,1491,23711644,3983674,35,9129,178,27,5,2,0,838,1927985,0,95,21511669,827028,0,1031,35,14,challenger
63,28,35,548,11350939,2031185,20,3841,52,12,1,0,0,338,842899,0,53,10040272,382879,0,383,20,11,challenger
306,97,209,3775,57592931,8246225,33,17226,545,94,21,1,0,1570,4343292,0,259,52745973,1765682,0,1575,33,15,challenger
35,13,22,321,5610125,950260,22,1538,42,3,0,0,0,161,438278,0,14,5110562,168332,0,196,22,9,challenger
9,5,4,60,1676408,267091,19,590,4,1,1,0,0,55,112761,0,8,1534725,43185,0,50,19,18,challenger
10,6,4,62,1652133,267298,15,534,7,3,1,1,0,57,116940,0,12,1502612,42219,0,45,15,10,challenger
314,135,179,3288,55624327,8467211,28,14381,435,83,13,4,0,1627,4250391,0,227,49930415,1837825,0,1726,28,15,challenger
106,42,64,980,17519486,2979118,22,4749,133,25,8,1,0,578,1367121,0,76,16203646,507427,0,645,22,13,master
24,13,11,223,3910300,632856,19,1029,28,5,2,1,0,119,297318,0,7,3604994,119579,0,94,19,10,master
160,57,103,1468,27243960,4639871,23,8129,174,36,7,2,0,681,2077709,0,132,24348357,946125,0,1017,23,14,master
42,22,20,325,6327069,1140630,24,5571,43,13,1,0,0,211,531770,0,35,5929241,228985,0,212,24,12,master
242,91,151,1770,31287411,6905017,23,33231,185,30,6,1,0,1625,2891565,0,243,29682266,894092,0,1509,23,15,master
352,145,207,3791,62740390,10087967,25,25029,583,106,19,1,0,1934,4815917,0,348,57563362,2103168,0,1970,25,15,master
444,170,274,4549,70502735,10944951,30,23208,506,83,15,4,0,1762,5735573,0,245,65056595,1881216,0,2587,30,13,master
144,41,103,1612,29515562,3538746,24,10365,266,67,15,2,0,633,2066245,0,243,27592785,593902,0,572,24,12,master
