totalSessionsPlayed,totalSessionsLost,totalSessionsWon,totalChampionKills,totalDamageDealt,totalDamageTaken,mostChampionKillsPerSession,totalMinionKills,totalDoubleKills,totalTripleKills,totalQuadraKills,totalPentaKills,totalUnrealKills,totalDeathsPerSession,totalGoldEarned,mostSpellsCast,totalTurretsKilled,totalPhysicalDamageDealt,totalMagicDamageDealt,totalFirstBlood,totalAssists,maxChampionsKilled,maxNumDeaths,label
76,35,41,702,12381209,1601662,21,15042,128,22,4,0,0,454,1091991,0,125,11959312,206108,0,597,21,12,platinum
14,7,7,99,1536951,243698,13,2263,14,3,0,0,0,77,158908,0,18,1485450,26066,0,93,13,11,diamond
64,26,38,390,9197382,1122877,22,11776,59,13,2,1,0,278,784012,0,100,8874755,180363,0,407,22,10,diamond
54,20,34,377,8330855,1117775,16,10737,53,7,2,0,0,231,701692,0,94,7991693,149183,0,377,16,13,diamond
45,25,20,298,4668390,730695,25,7418,42,7,1,1,0,205,500170,0,63,4470564,106917,0,279,25,11,diamond
45,18,27,320,6403049,856855,17,8582,43,4,1,0,0,198,569726,0,85,6184056,115768,0,330,17,10,diamond
6,3,3,42,848466,148709,13,1090,5,1,0,0,0,50,76005,0,7,802430,33258,0,37,13,11,gold
17,10,7,105,2161096,318279,16,2883,12,1,0,0,0,97,198680,0,17,2009486,108210,0,108,16,9,gold
215,88,127,2041,33907703,4782622,26,37743,369,77,6,0,0,1373,2823833,0,336,32044259,1065747,0,1450,26,15,gold
17,6,11,214,2311050,303417,28,3228,40,7,3,2,0,80,231022,0,42,2213457,34771,0,106,28,9,gold
11,5,6,118,1670162,232465,17,2215,16,3,0,0,0,69,154887,0,23,1585506,48094,0,62,17,10,gold
38,21,17,261,5042181,727487,18,6750,36,5,0,0,0,221,449192,0,58,4820042,125924,0,206,18,14,gold
36,17,19,268,5463066,809470,18,7222,30,7,2,0,0,254,476514,0,64,5230137,111664,0,287,18,13,challenger
27,10,17,236,3823436,580637,20,4630,31,3,1,0,0,149,348086,0,34,3677593,72223,0,198,20,11,master
157,48,109,1167,26294962,3150645,22,33156,170,20,3,0,0,835,2112818,0,386,25270435,402621,0,1187,22,15,master
23,11,12,211,3262357,494918,18,4615,31,7,3,1,0,131,298945,0,42,3122722,78733,0,123,18,12,master
144,82,62,904,17102194,2742482,19,24565,107,15,3,0,0,886,1603629,0,213,16406169,343068,0,873,19,14,master
49,22,27,325,5773016,860534,19,8528,59,4,0,0,0,269,564081,0,70,5582639,88807,0,300,19,11,master
14,5,9,125,1777100,240127,18,2437,22,5,0,0,0,68,168622,0,25,1714093,33741,0,87,18,10,master
77,25,52,525,11834827,1555054,17,15112,80,14,2,0,0,399,988561,0,137,11411410,229507,0,546,17,11,master
17,3,14,206,2240414,323128,19,3058,38,7,2,0,0,81,223708,0,38,2145485,47167,0,117,19,10,master
225,96,129,1601,28744371,4072061,24,41670,234,36,3,0,0,1190,2696639,0,416,27612544,610902,0,1598,24,15,master
171,90,81,1181,21800952,3612916,17,31743,156,19,7,0,0,1181,2118854,0,196,21177607,375573,0,1177,17,13,master
27,5,22,219,4005353,486408,16,5269,31,9,1,0,0,99,350108,0,44,3830513,110432,0,197,16,9,master
6,3,3,36,751260,125574,16,985,4,0,0,0,0,50,67882,0,8,732615,6007,0,20,16,12,silver
19,10,9,118,2089996,384834,16,2849,9,1,0,0,0,135,218746,0,16,2013569,45243,0,159,16,12,silver
3,1,2,27,320573,49757,16,461,4,1,0,0,0,9,34632,0,5,312908,4005,0,19,16,4,bronze
