totalSessionsPlayed,totalSessionsLost,totalSessionsWon,totalChampionKills,totalDamageDealt,totalDamageTaken,mostChampionKillsPerSession,totalMinionKills,totalDoubleKills,totalTripleKills,totalQuadraKills,totalPentaKills,totalUnrealKills,totalDeathsPerSession,totalGoldEarned,mostSpellsCast,totalTurretsKilled,totalPhysicalDamageDealt,totalMagicDamageDealt,totalFirstBlood,totalAssists,maxChampionsKilled,maxNumDeaths,label
29,18,11,150,3685789,905437,17,5414,16,2,1,0,0,169,332137,0,29,3520241,59565,0,123,17,11,platinum
69,30,39,634,9933856,2515545,24,14306,78,23,5,2,0,420,937865,0,77,9459624,128134,0,374,24,12,platinum
62,22,40,467,7444320,1970727,26,10000,67,15,5,2,0,324,741510,0,76,7078137,111753,0,408,26,12,platinum
46,21,25,240,5840929,1087346,15,8315,31,4,1,0,0,170,522098,0,34,5625255,71198,0,228,15,12,platinum
55,27,28,442,8106106,1847811,19,10704,68,14,0,0,0,215,704586,0,59,7660894,156129,0,300,19,11,platinum
99,40,59,863,11711418,3309081,24,16792,108,21,6,0,0,619,1233940,0,137,10490904,721871,0,566,24,13,platinum
66,22,44,559,9754180,2164874,22,13549,70,14,3,1,0,321,870496,0,81,9202748,248019,0,385,22,12,platinum
39,20,19,346,5107166,1238255,23,6650,49,10,1,0,0,281,474124,0,50,4855641,93629,0,177,23,13,platinum
429,202,227,2942,63321652,16403443,23,71361,368,65,10,5,0,2772,5512686,0,625,54131216,6466900,0,2609,23,14,platinum
154,55,99,1466,23668109,5227227,25,33534,257,71,12,3,0,699,2107317,0,276,22490701,338636,0,782,25,11,platinum
60,22,38,557,7733150,2180802,21,10560,94,22,2,1,0,403,775304,0,82,7278197,140487,0,384,21,14,platinum
37,13,24,311,5204109,1290557,17,7136,39,9,1,0,0,225,489406,0,56,4856922,182622,0,229,17,15,diamond
15,4,11,97,2085182,542765,12,2937,14,4,1,0,0,107,187214,0,22,1905419,104921,0,93,12,12,diamond
188,77,111,1167,24468207,6792718,21,36364,127,20,5,0,0,1075,2243146,0,185,19716143,4125570,0,1170,21,14,diamond
121,56,65,1002,16936511,3323425,21,24825,182,39,7,1,0,466,1524930,0,133,16244371,156154,0,521,21,13,diamond
71,27,44,835,11956259,2432320,26,13217,121,14,2,1,0,424,1035149,0,163,10989158,538270,0,363,26,16,gold
7,3,4,50,787678,224348,13,961,5,1,1,0,0,52,77322,0,6,739562,15816,0,50,13,11,gold
38,17,21,327,5292135,1163673,23,7608,52,8,1,1,0,191,473813,0,50,4929764,194958,0,220,23,12,gold
26,6,20,204,3099269,912335,18,4454,25,2,0,0,0,158,324351,0,32,2940340,64608,0,179,18,12,gold
49,15,34,529,6869561,2000842,23,9012,71,17,2,0,0,354,671025,0,65,6392153,256843,0,398,23,13,gold
12,4,8,68,1442046,401281,14,2146,11,1,0,0,0,53,140954,0,7,1217239,191125,0,82,14,11,gold
2,1,1,15,197669,39724,12,293,0,0,0,0,0,11,20420,0,2,186769,2695,0,7,12,8,gold
19,8,11,142,2520220,583387,17,3551,18,4,1,1,0,93,231873,0,27,2425029,21845,0,114,17,11,challenger
59,24,35,435,9340340,2121386,17,12264,64,14,2,0,0,294,771834,0,74,8922751,152543,0,400,17,11,challenger
569,258,311,4352,81216783,18214467,28,121009,706,177,38,9,0,2918,7339579,0,711,76973268,1299472,0,2491,28,14,master
23,13,10,123,2601718,707466,9,4048,20,2,1,0,0,161,249532,0,24,2520611,18634,0,119,9,12,master
30,11,19,289,3462642,932649,19,5039,44,12,0,0,0,159,356311,0,46,3280558,52752,0,143,19,12,master
121,37,84,946,14260664,3772049,23,21719,121,24,8,1,0,507,1423844,0,120,11609959,2210343,0,751,23,11,master
120,41,79,808,14715938,3700487,17,21888,107,25,3,0,0,646,1409094,0,134,14101075,197000,0,709,17,14,master
41,15,26,322,5218918,1209325,19,8268,50,10,5,1,0,194,519709,0,47,4452253,593701,0,207,19,11,master
80,27,53,599,10353086,2224429,17,15162,69,12,2,0,0,395,985646,0,101,9918283,91241,0,474,17,11,master
322,127,195,2098,39506917,9654972,19,57316,260,41,7,2,0,1735,3731982,0,388,37704360,526547,0,1651,19,13,master
217,101,116,1407,29011567,6867782,20,45514,193,53,9,1,0,1487,2658851,0,332,27588637,643514,0,1039,20,14,master
539,211,328,4339,74507246,18841975,26,103484,623,155,33,4,0,3575,6724997,0,706,70757289,1152022,0,2762,26,17,master
95,48,47,600,12892312,3445229,17,18828,73,16,1,0,0,598,1180862,0,104,12238045,297795,0,593,17,11,master
47,22,25,265,6098985,1579460,16,8682,35,6,1,0,0,320,552066,0,55,5765083,175912,0,266,16,14,master
612,284,328,3743,74472143,17788368,21,111336,503,92,23,6,0,2862,7100950,0,700,71230942,945263,0,3390,21,13,master
75,31,44,516,10212227,2617127,16,14656,58,6,1,1,0,474,916251,0,94,9694438,265140,0,469,16,13,master
14,10,4,44,1440325,384464,9,2341,4,1,0,0,0,70,147055,0,10,1393244,24685,0,49,9,9,silver
12,3,9,177,1832214,381394,26,2239,35,9,3,0,0,49,174352,0,19,1737812,23986,0,83,26,11,silver
54,26,28,346,5009564,1792448,17,7173,33,7,0,0,0,371,598031,0,40,4802348,49384,0,345,17,13,silver
13,6,7,100,1807090,459090,22,2293,18,2,1,0,0,92,163673,0,25,1669953,75521,0,101,22,11,silver
6,6,0,20,524816,224444,6,725,1,0,0,0,0,47,56269,0,1,508672,7598,0,10,6,12,silver
64,38,26,460,7914697,2193427,16,10525,48,8,0,0,0,415,796380,0,54,7498243,202791,0,519,16,15,silver
8,7,1,33,596519,250803,12,913,0,0,0,0,0,62,75448,0,5,581374,3785,0,49,12,12,silver
5,2,3,31,358385,119534,12,505,3,2,0,0,0,29,47725,0,5,344205,3968,0,37,12,8,bronze
3,2,1,29,329498,103510,14,427,4,2,0,0,0,23,36473,0,5,280175,39885,0,16,14,11,bronze
65,31,34,590,9939605,2816489,25,11706,83,17,2,0,0,642,869431,0,128,9499905,117882,0,380,25,17,bronze
15,15,0,38,1174674,378498,5,1662,2,1,0,0,0,103,119331,0,8,1142158,7674,0,55,5,11,bronze
