totalSessionsPlayed,totalSessionsLost,totalSessionsWon,totalChampionKills,totalDamageDealt,totalDamageTaken,mostChampionKillsPerSession,totalMinionKills,totalDoubleKills,totalTripleKills,totalQuadraKills,totalPentaKills,totalUnrealKills,totalDeathsPerSession,totalGoldEarned,mostSpellsCast,totalTurretsKilled,totalPhysicalDamageDealt,totalMagicDamageDealt,totalFirstBlood,totalAssists,maxChampionsKilled,maxNumDeaths,label
58,29,29,421,10811778,1079858,20,12173,51,5,0,0,0,358,786513,0,110,10324696,349478,0,454,20,12,platinum
159,82,77,1042,28388788,2710452,25,33190,148,24,3,0,0,830,2112009,0,226,27311680,554471,0,1134,25,13,platinum
21,10,11,152,3469589,351659,23,4272,23,4,1,0,0,105,265278,0,33,3405297,24832,0,137,23,11,platinum
27,11,16,194,5168747,479021,17,5680,23,5,0,0,0,131,377270,0,49,5006207,110572,0,213,17,11,platinum
35,17,18,216,5783862,571021,13,7092,22,3,1,1,0,172,455838,0,61,5552386,133147,0,323,13,14,platinum
55,35,20,222,9896597,1059063,13,11520,18,1,0,0,0,336,687935,0,68,9100283,686453,0,387,13,14,platinum
12,2,10,97,2316300,234021,15,2468,14,4,0,0,0,64,171450,0,24,2259504,29544,0,112,15,9,platinum
46,19,27,302,9007464,972790,21,9339,39,5,1,1,0,296,644158,0,77,8581354,214877,0,370,21,13,platinum
27,12,15,212,5300607,497124,20,5878,25,4,1,1,0,130,373810,0,63,5162364,53621,0,196,20,10,platinum
18,6,12,103,3260642,329292,10,3635,13,1,0,0,0,115,250776,0,34,3069510,153605,0,154,10,13,platinum
53,26,27,380,8610349,984924,20,10098,48,7,0,0,0,327,704506,0,73,8365895,172801,0,470,20,13,platinum
18,8,10,93,2452385,314789,20,3022,8,1,0,0,0,105,212823,0,22,2371939,66221,0,143,20,13,platinum
30,12,18,182,4486219,547143,16,5432,18,1,0,0,0,171,368850,0,59,4318839,72527,0,247,16,12,platinum
41,19,22,291,7704160,756425,22,8931,38,7,2,0,0,246,573684,0,72,7400854,184924,0,310,22,11,platinum
17,8,9,120,2993039,340084,25,3690,19,3,0,0,0,113,229357,0,28,2896870,35850,0,133,25,11,platinum
27,12,15,201,4714633,519064,23,5670,29,3,1,0,0,154,371345,0,45,4574407,51974,0,224,23,11,platinum
23,9,14,161,3820911,427192,18,4537,20,1,0,0,0,101,311504,0,35,3695269,65417,0,207,18,11,platinum
23,9,14,158,3624647,438169,18,4344,23,7,1,0,0,152,294205,0,36,3521579,63789,0,207,18,11,platinum
109,56,53,680,19630905,1903344,20,24902,74,12,5,0,0,439,1473291,0,158,18904448,448170,0,852,20,14,platinum
5,4,1,17,509205,72049,7,834,3,0,0,0,0,27,50658,0,5,504401,3804,0,19,7,9,platinum
15,8,7,61,2271839,245506,9,2705,3,0,0,0,0,78,181289,0,18,2175849,77193,0,117,9,10,platinum
182,97,85,921,30922713,3220198,15,37754,99,10,2,1,0,970,2315318,0,298,30172306,378047,0,1340,15,14,platinum
78,43,35,550,14150448,1496886,18,16206,71,16,2,1,0,444,1059800,0,130,13700361,297768,0,612,18,13,platinum
9,3,6,71,1809959,186195,15,1926,8,1,0,0,0,58,132628,0,22,1715259,53298,0,102,15,9,platinum
13,6,7,104,2494882,241706,21,2983,19,4,0,0,0,61,186725,0,20,2442572,10280,0,109,21,8,platinum
13,6,7,90,2387048,243633,17,2859,14,1,0,0,0,67,170761,0,30,2304026,52031,0,80,17,12,diamond
115,61,54,616,16960815,1760591,22,23441,63,7,0,0,0,561,1376174,0,155,15989749,791606,0,698,22,10,diamond
69,30,39,446,13445805,1257463,19,15216,59,8,2,2,0,311,930399,0,153,13011240,214155,0,547,19,11,diamond
120,44,76,805,19731010,2052252,17,23403,103,18,4,2,0,586,1524410,0,256,18834474,520416,0,823,17,11,diamond
63,33,30,421,12160543,1157774,17,13758,47,10,2,1,0,287,839386,0,110,11736001,191881,0,423,17,11,diamond
187,90,97,1052,32501098,3093914,23,39828,125,22,9,4,0,760,2336591,0,313,31552628,445290,0,1210,23,12,diamond
70,29,41,483,12609514,1251182,20,14696,76,15,1,1,0,301,951824,0,142,12231915,124480,0,543,20,10,diamond
53,18,35,445,9717237,1188892,18,10359,57,11,4,0,0,378,747616,0,102,9286031,188934,0,439,18,15,diamond
89,44,45,434,14251883,1358722,17,18852,48,7,1,0,0,333,1094763,0,142,12823451,1298613,0,520,17,11,diamond
121,55,66,752,17738547,2182108,26,22104,87,17,2,1,0,824,1438355,0,199,17187629,292141,0,940,26,15,diamond
67,25,42,483,12824486,1379099,18,13141,61,11,1,0,0,413,900324,0,152,12386044,130022,0,509,18,16,diamond
56,27,29,380,9756108,1126022,20,11294,44,4,0,0,0,342,741224,0,109,9400817,156268,0,409,20,13,diamond
