totalSessionsPlayed,totalSessionsLost,totalSessionsWon,totalChampionKills,totalDamageDealt,totalDamageTaken,mostChampionKillsPerSession,totalMinionKills,totalDoubleKills,totalTripleKills,totalQuadraKills,totalPentaKills,totalUnrealKills,totalDeathsPerSession,totalGoldEarned,mostSpellsCast,totalTurretsKilled,totalPhysicalDamageDealt,totalMagicDamageDealt,totalFirstBlood,totalAssists,maxChampionsKilled,maxNumDeaths,label
18,8,10,141,2013623,543729,19,2769,11,3,1,0,0,118,220694,0,12,1235096,762780,0,144,19,13,platinum
22,9,13,247,2617890,587916,27,3629,35,6,0,0,0,124,294499,0,23,1501425,1090184,0,149,27,10,platinum
47,25,22,456,5149890,1265061,25,6073,58,7,1,0,0,357,575354,0,44,2933109,2168567,0,346,25,14,platinum
50,17,33,595,7145842,1412081,32,9568,90,20,3,1,0,251,717525,0,93,4229953,2850282,0,371,32,12,platinum
79,31,48,878,10889928,2435725,28,12565,120,23,6,0,0,577,1062161,0,28,6359349,4302369,0,566,28,15,platinum
146,71,75,997,20089672,3945678,23,28274,126,24,9,2,0,781,1808863,0,141,13141636,6810274,0,813,23,15,diamond
19,9,10,139,1864901,373120,18,2766,17,5,1,0,0,78,215915,0,17,1189738,663555,0,98,18,8,gold
2,1,1,22,254681,52345,11,329,1,0,0,0,0,12,25695,0,1,163257,90772,0,9,11,11,gold
199,64,135,1639,26046457,5076310,26,36129,218,38,4,0,0,986,2474469,0,244,16316803,9364586,0,1087,26,13,challenger
572,255,317,5168,70747022,13313997,26,95933,639,133,14,1,0,3436,6986438,0,730,44180034,26068929,0,2440,26,17,master
219,70,149,2035,25999408,5455609,23,40223,300,60,9,2,0,997,2713633,0,242,16321728,9502021,0,1178,23,13,master
12,4,8,134,1215187,371948,28,1533,14,3,1,0,0,102,154657,0,6,638591,554362,0,87,28,14,master
52,22,30,582,6880302,1428343,22,8457,88,18,1,0,0,290,739170,0,66,3879700,2913032,0,334,22,11,silver
33,14,19,332,4661923,1175090,28,2814,50,11,2,0,0,248,430171,0,35,3035425,1363833,0,256,28,15,bronze
36,19,17,408,4061156,974226,22,5296,53,11,1,0,0,265,472225,0,31,2237699,1788001,0,218,22,14,bronze
47,20,27,556,5580210,1242521,31,5976,59,11,3,1,0,236,603403,0,49,3396100,2107750,0,294,31,17,bronze
