totalSessionsPlayed,totalSessionsLost,totalSessionsWon,totalChampionKills,totalDamageDealt,totalDamageTaken,mostChampionKillsPerSession,totalMinionKills,totalDoubleKills,totalTripleKills,totalQuadraKills,totalPentaKills,totalUnrealKills,totalDeathsPerSession,totalGoldEarned,mostSpellsCast,totalTurretsKilled,totalPhysicalDamageDealt,totalMagicDamageDealt,totalFirstBlood,totalAssists,maxChampionsKilled,maxNumDeaths,label
94,38,56,577,14342630,3286094,17,4697,47,3,0,0,0,471,1236113,0,79,10188877,2878411,0,1299,17,13,platinum
189,90,99,1159,22912024,4910937,19,9777,93,9,1,0,0,1150,2259983,0,153,18885024,1636658,0,2467,19,15,diamond
14,6,8,98,1817057,377297,16,1491,10,0,0,0,0,97,170678,0,17,1623800,123900,0,166,16,14,gold
11,4,7,45,1053432,255054,9,1477,4,0,0,0,0,52,110185,0,9,714990,325754,0,81,9,11,gold
432,201,231,3100,53193531,10424456,24,47425,309,28,2,0,0,2404,5135333,0,336,41719249,8903744,0,4096,24,14,challenger
33,13,20,186,3855330,761451,13,2270,13,1,0,0,0,167,364526,0,24,3265121,327317,0,330,13,10,master
142,51,91,900,15885383,3228531,19,22320,85,7,0,0,0,762,1626525,0,136,14549705,1137291,0,1350,19,15,master
97,42,55,590,14033146,3096759,18,5317,49,3,0,0,0,462,1189793,0,96,10440580,2033835,0,1221,18,12,master
10,7,3,56,1338876,285203,18,1276,4,1,0,0,0,65,116035,0,5,1182151,95371,0,94,18,12,silver
10,6,4,61,890176,271906,15,503,5,0,0,0,0,45,107415,0,5,707554,89471,0,134,15,8,silver
