totalSessionsPlayed,totalSessionsLost,totalSessionsWon,totalChampionKills,totalDamageDealt,totalDamageTaken,mostChampionKillsPerSession,totalMinionKills,totalDoubleKills,totalTripleKills,totalQuadraKills,totalPentaKills,totalUnrealKills,totalDeathsPerSession,totalGoldEarned,mostSpellsCast,totalTurretsKilled,totalPhysicalDamageDealt,totalMagicDamageDealt,totalFirstBlood,totalAssists,maxChampionsKilled,maxNumDeaths,label
18,7,11,80,1648874,248139,9,1595,4,0,0,0,0,63,214622,0,16,179012,1323682,0,194,9,8,platinum
6,1,5,31,708878,87020,11,905,2,1,0,0,0,28,68862,0,7,54196,572416,0,56,11,14,platinum
47,21,26,193,3100152,632854,13,2531,13,1,0,0,0,230,500421,0,25,354214,2419184,0,450,13,11,diamond
17,6,11,93,1319741,262234,13,1134,8,2,0,0,0,88,194678,0,13,123463,1029422,0,186,13,12,diamond
122,48,74,903,14677430,1701546,20,19248,69,4,1,1,0,541,1491272,0,126,1662366,11909080,0,962,20,13,diamond
45,18,27,435,7430173,842322,24,8415,53,6,0,0,0,273,646169,0,43,814559,5864004,0,428,24,13,gold
33,17,16,205,3671523,529547,14,3990,23,1,0,0,0,188,410201,0,17,318009,3122566,0,352,14,11,gold
19,5,14,181,2808483,356157,19,3198,11,1,0,0,0,105,265622,0,16,204433,2195754,0,186,19,13,gold
19,10,9,86,1463546,225259,11,1419,2,1,0,0,0,70,205699,0,13,122653,1204516,0,187,11,8,challenger
51,26,25,308,7144125,814025,17,10013,16,1,0,0,0,236,608472,0,47,650601,5828514,0,374,17,12,challenger
15,4,11,103,1317014,241300,13,1358,3,0,0,0,0,90,188270,0,6,90861,1038507,0,179,13,12,challenger
234,104,130,1642,34409683,3191868,27,44661,156,22,0,0,0,1041,2928959,0,165,2035844,28708660,0,1791,27,12,master
35,21,14,107,2704883,331224,8,3049,4,0,0,0,0,109,336244,0,6,199117,2275546,0,264,8,8,master
119,49,70,838,15599125,1958801,17,20929,67,4,0,0,0,720,1431192,0,84,1289335,12570675,0,920,17,13,master
22,4,18,198,3516141,311060,17,4256,19,1,0,0,0,57,303423,0,20,294678,2957959,0,206,17,6,master
150,62,88,886,18530564,2397477,18,25364,79,7,1,1,0,675,1745907,0,130,1576364,15159601,0,1223,18,12,master
75,25,50,549,12350244,833555,21,15530,57,3,0,0,0,178,976485,0,50,1003882,10333542,0,558,21,6,master
122,43,79,810,22933886,1975691,15,26520,50,8,0,0,0,540,1662476,0,138,2151683,18916578,0,1085,15,11,master
52,26,26,297,6660301,918713,15,8324,20,2,0,0,0,317,611521,0,47,598079,5382910,0,428,15,15,master
108,38,70,786,16335957,1484553,18,20562,71,4,1,0,0,439,1328206,0,105,1269189,13628258,0,731,18,11,master
35,17,18,125,3592193,475476,10,4766,4,0,0,0,0,167,369021,0,21,392674,2909781,0,291,10,10,master
98,44,54,433,7573488,1329625,12,7294,23,3,0,0,0,478,1095806,0,51,608312,5874558,0,1033,12,14,master
4,3,1,18,215422,55810,8,243,1,0,0,0,0,19,37502,0,3,22703,173161,0,33,8,7,master
402,183,219,2059,35423954,7112335,16,30548,135,8,0,0,0,2711,4610794,0,287,2984056,28200239,0,3911,16,15,master
74,30,44,448,11526272,1057796,19,14182,36,5,1,0,0,305,914730,0,54,866783,9687130,0,585,19,9,master
176,85,91,1257,23294028,3036787,25,29021,114,6,1,0,0,1141,2189815,0,140,1692834,18451494,0,1285,25,17,master
26,16,10,187,4088365,460024,17,4626,16,1,0,0,0,122,328535,0,20,402868,3404576,0,212,17,10,silver
15,8,7,97,2239120,215999,10,2542,5,0,0,0,0,84,201834,0,12,222313,1883990,0,140,10,11,silver
39,16,23,323,4193562,668448,25,5128,44,6,2,0,0,202,470082,0,34,512252,3316120,0,347,25,12,silver
6,4,2,28,505225,114152,8,517,3,0,0,0,0,53,61159,0,2,51186,385404,0,57,8,12,silver
