totalSessionsPlayed,totalSessionsLost,totalSessionsWon,totalChampionKills,totalDamageDealt,totalDamageTaken,mostChampionKillsPerSession,totalMinionKills,totalDoubleKills,totalTripleKills,totalQuadraKills,totalPentaKills,totalUnrealKills,totalDeathsPerSession,totalGoldEarned,mostSpellsCast,totalTurretsKilled,totalPhysicalDamageDealt,totalMagicDamageDealt,totalFirstBlood,totalAssists,maxChampionsKilled,maxNumDeaths,label
8,4,4,51,713579,128495,10,1309,6,0,0,0,0,28,87241,0,6,181057,525185,0,46,10,8,platinum
10,3,7,79,1021345,205811,14,1689,10,0,0,0,0,49,122722,0,13,246543,763763,0,72,14,10,platinum
81,36,45,627,8455855,1815504,19,12432,82,13,3,0,0,373,925997,0,56,1584751,6827070,0,580,19,9,diamond
23,8,15,183,2690703,569945,18,3894,27,2,1,0,0,120,276435,0,14,597064,2054575,0,181,18,11,diamond
27,16,11,208,3132678,656964,16,4632,27,2,0,0,0,146,333009,0,24,687141,2411469,0,218,16,9,diamond
54,24,30,346,5758991,1158498,16,8990,49,4,1,0,0,214,609750,0,54,1188241,4541931,0,408,16,9,challenger
38,18,20,254,4263328,779767,17,6491,28,4,0,0,0,142,432049,0,27,825071,3419847,0,234,17,7,master
17,13,4,124,1766927,461099,16,2758,11,2,0,0,0,101,199979,0,10,325780,1428676,0,117,16,11,master
70,31,39,501,6137561,1455395,15,9620,69,15,1,1,0,307,750260,0,66,1606292,4459559,0,485,15,12,master
69,26,43,715,9205128,1612596,23,13035,95,27,4,1,0,349,900771,0,93,1500412,7649096,0,421,23,10,master
75,31,44,611,9369445,1716055,17,13576,80,16,1,0,0,342,930558,0,73,2037960,7263288,0,465,17,10,master
80,31,49,683,8854177,1970405,19,12226,76,10,3,1,0,454,940511,0,85,1912916,6860038,0,559,19,13,master
2,1,1,13,181747,51510,7,295,0,0,0,0,0,13,25054,0,3,62198,117848,0,9,7,8,bronze
