totalSessionsPlayed,totalSessionsLost,totalSessionsWon,totalChampionKills,totalDamageDealt,totalDamageTaken,mostChampionKillsPerSession,totalMinionKills,totalDoubleKills,totalTripleKills,totalQuadraKills,totalPentaKills,totalUnrealKills,totalDeathsPerSession,totalGoldEarned,mostSpellsCast,totalTurretsKilled,totalPhysicalDamageDealt,totalMagicDamageDealt,totalFirstBlood,totalAssists,maxChampionsKilled,maxNumDeaths,label
6,3,3,32,687407,152159,8,981,2,0,0,0,0,29,69589,0,2,456881,227834,0,48,8,8,platinum
15,7,8,93,2313748,406598,14,3180,11,1,0,0,0,40,206357,0,17,1625557,649304,0,113,14,7,platinum
17,6,11,81,2056052,409932,13,3147,3,2,0,0,0,58,196260,0,17,1488504,547610,0,130,13,8,platinum
57,23,34,230,6344304,1561095,11,10257,14,0,0,0,0,226,662794,0,41,4513931,1765638,0,418,11,10,diamond
115,38,77,652,13492911,3321188,15,19505,33,1,0,0,0,554,1342681,0,102,9043007,4348846,0,974,15,17,diamond
102,43,59,192,3320288,2407042,7,5876,5,0,0,0,0,523,1015488,0,38,2408287,316590,0,1096,7,14,diamond
44,21,23,234,5694116,1118779,12,8374,14,1,0,0,0,158,529827,0,42,4079501,1582069,0,324,12,8,diamond
14,8,6,85,1753690,420853,12,738,4,0,0,0,0,80,166139,0,2,1324038,309343,0,126,12,8,diamond
50,21,29,243,5255184,1323008,13,7839,10,0,0,0,0,245,590209,0,43,3832828,1320518,0,470,13,12,diamond
47,19,28,216,4977902,1230397,13,1751,14,1,0,0,0,194,510218,0,14,3375141,1131885,0,453,13,12,diamond
29,14,15,121,3590381,724330,12,5087,5,0,0,0,0,124,352026,0,22,2630422,883555,0,245,12,10,diamond
31,10,21,146,3370649,680266,9,5521,5,0,0,0,0,84,348222,0,25,2365914,992610,0,219,9,7,diamond
77,27,50,471,7678760,1653939,15,8345,27,4,0,0,0,305,835260,0,57,6056454,1270326,0,588,15,12,diamond
21,7,14,136,2069035,456426,21,2477,6,0,0,0,0,87,240965,0,17,1872485,160699,0,155,21,10,diamond
28,7,21,249,4392142,827098,24,5546,20,4,1,0,0,204,381304,0,51,3285147,1084850,0,175,24,12,gold
3,0,3,16,330348,49885,6,526,1,0,0,0,0,8,32516,0,5,252324,76902,0,19,6,6,gold
27,11,16,145,3916477,841487,13,5795,6,0,0,0,0,112,366241,0,26,2629455,1261242,0,214,13,9,gold
17,6,11,61,1541390,481112,9,1989,1,0,0,0,0,76,184743,0,8,1013826,457544,0,181,9,9,gold
9,4,5,61,1400685,254444,14,1934,5,1,0,0,0,35,118337,0,12,982353,408465,0,72,14,7,gold
58,22,36,305,7159620,1439514,21,10824,28,3,0,0,0,200,667379,0,44,5140831,1972836,0,437,21,10,challenger
