totalSessionsPlayed,totalSessionsLost,totalSessionsWon,totalChampionKills,totalDamageDealt,totalDamageTaken,mostChampionKillsPerSession,totalMinionKills,totalDoubleKills,totalTripleKills,totalQuadraKills,totalPentaKills,totalUnrealKills,totalDeathsPerSession,totalGoldEarned,mostSpellsCast,totalTurretsKilled,totalPhysicalDamageDealt,totalMagicDamageDealt,totalFirstBlood,totalAssists,maxChampionsKilled,maxNumDeaths,label
15,9,6,21,215980,190886,4,166,0,0,0,0,0,46,126620,0,5,74907,139026,0,187,4,8,platinum
118,59,59,222,2870321,1800560,7,2561,7,0,0,0,0,508,1192461,0,80,1077828,1727881,0,1780,7,11,platinum
579,264,315,775,10171042,7667990,7,7352,20,0,0,0,0,1697,5713430,0,231,3620025,6439933,0,9072,7,10,platinum
66,33,33,99,1036455,823997,5,741,6,0,0,0,0,219,625818,0,29,361306,662649,0,1003,5,8,platinum
32,11,21,41,615632,545296,4,435,1,0,0,0,0,157,314901,0,13,213224,397996,0,531,4,11,platinum
17,9,8,18,346192,273702,3,260,1,0,0,0,0,88,141616,0,5,100574,243881,0,200,3,9,platinum
44,16,28,52,778060,571153,7,557,2,0,0,0,0,141,446569,0,17,235510,533354,0,701,7,8,platinum
118,51,67,163,1941273,1905619,7,1161,7,1,0,0,0,590,1150692,0,30,585727,1326613,0,1891,7,16,platinum
152,66,86,188,2778826,2300698,7,1839,7,0,0,0,0,556,1448202,0,74,573812,2174604,0,2245,7,10,platinum
38,14,24,72,610971,518232,7,384,3,0,0,0,0,121,351075,0,17,242926,343854,0,628,7,7,diamond
63,32,31,103,1119214,993003,5,1036,3,0,0,0,0,305,581767,0,27,471153,636089,0,884,5,12,diamond
395,181,214,706,6751393,4796420,8,4406,16,0,0,0,0,1195,3673862,0,156,2340543,4211547,0,5945,8,10,diamond
270,111,159,303,3940357,3666598,5,2789,4,1,0,0,0,1086,2395424,0,104,1294549,2601312,0,3944,5,12,diamond
27,11,16,42,398849,392654,4,495,1,0,0,0,0,79,258986,0,6,155366,240242,0,380,4,7,diamond
25,14,11,20,350883,275697,5,395,0,0,0,0,0,78,199356,0,12,155271,193538,0,295,5,6,diamond
106,46,60,159,1561679,1488328,7,1490,1,0,0,0,0,411,1010519,0,36,535947,1017258,0,1632,7,8,diamond
30,16,14,48,515412,390679,6,491,2,0,0,0,0,129,262336,0,10,192987,309251,0,364,6,13,diamond
94,41,53,113,1419700,1418229,5,1182,2,1,0,0,0,364,841731,0,42,504941,895157,0,1287,5,11,diamond
19,7,12,17,255275,302048,4,187,1,0,0,0,0,74,176802,0,7,91348,159472,0,279,4,10,diamond
137,66,71,220,2770930,2100291,5,2736,4,0,0,0,0,611,1278622,0,79,1228610,1482719,0,1894,5,11,diamond
16,6,10,21,330031,229691,4,408,0,0,0,0,0,78,149549,0,10,140108,180001,0,203,4,9,gold
29,8,21,41,797815,633956,4,609,0,0,0,0,0,173,316429,0,10,254037,523334,0,581,4,15,gold
40,16,24,79,787400,669165,7,551,3,0,0,0,0,192,394346,0,16,218835,548401,0,658,7,11,gold
8,3,5,13,128359,149426,5,92,0,0,0,0,0,43,80438,0,2,51848,74261,0,146,5,8,gold
2,2,0,0,31993,38082,0,22,0,0,0,0,0,15,17256,0,0,9735,22202,0,24,0,9,gold
185,88,97,277,3224647,3049423,6,2191,9,0,0,0,0,842,1573025,0,37,1248526,1878712,0,2504,6,13,challenger
34,15,19,54,537039,552530,5,400,1,0,0,0,0,178,305877,0,14,209296,310411,0,493,5,11,challenger
34,12,22,53,548227,539005,6,382,2,0,0,0,0,156,300755,0,15,212249,319516,0,494,6,10,challenger
37,19,18,55,647364,557966,5,601,2,0,0,0,0,146,336372,0,13,256521,380684,0,521,5,10,challenger
107,54,53,142,1408044,1027514,6,1540,3,0,0,0,0,238,909176,0,39,532645,864664,0,1218,6,8,challenger
136,55,81,165,2123526,1911722,6,1550,5,0,0,0,0,530,1229850,0,46,762355,1301242,0,2058,6,10,master
97,46,51,143,1455230,1533027,5,1086,3,0,0,0,0,387,891821,0,38,486012,945377,0,1421,5,11,master
126,55,71,142,1756871,1977722,7,1272,4,0,0,0,0,633,1072494,0,32,814560,912378,0,1918,7,16,master
51,23,28,81,792516,745711,5,693,1,0,0,0,0,235,422854,0,25,322653,438988,0,616,5,12,master
