totalSessionsPlayed,totalSessionsLost,totalSessionsWon,totalChampionKills,totalDamageDealt,totalDamageTaken,mostChampionKillsPerSession,totalMinionKills,totalDoubleKills,totalTripleKills,totalQuadraKills,totalPentaKills,totalUnrealKills,totalDeathsPerSession,totalGoldEarned,mostSpellsCast,totalTurretsKilled,totalPhysicalDamageDealt,totalMagicDamageDealt,totalFirstBlood,totalAssists,maxChampionsKilled,maxNumDeaths,label
16,5,11,179,3301041,572478,23,1678,27,5,2,1,0,107,254604,0,26,2212366,895117,0,105,23,11,platinum
227,108,119,1315,38440145,6469185,18,23031,129,22,4,1,0,1288,2932711,0,323,23244753,13045886,0,1388,18,13,platinum
84,26,58,652,11662258,2265277,17,15962,81,16,3,0,0,397,1088978,0,188,8704739,2735436,0,404,17,11,diamond
78,31,47,639,13601840,2064783,21,16718,74,13,3,0,0,515,1065767,0,256,9356717,4131042,0,215,21,14,diamond
16,10,6,87,1889122,386837,13,2676,6,0,0,0,0,101,177579,0,17,1517309,367046,0,63,13,10,diamond
59,33,26,331,7646970,1592290,15,10502,21,4,0,0,0,468,682257,0,115,5395853,2219690,0,210,15,16,diamond
62,29,33,512,10168993,1938192,22,4288,55,8,1,0,0,392,854219,0,73,7186745,2148340,0,433,22,17,gold
5,2,3,19,570095,105835,7,192,1,0,0,0,0,25,52052,0,0,314272,207826,0,28,7,8,gold
27,11,16,241,4694455,739915,20,3974,28,4,0,0,0,150,372390,0,44,2961092,1576060,0,129,20,11,gold
36,15,21,211,6239234,1163826,15,8542,11,2,0,0,0,136,510187,0,64,4509986,1672585,0,163,15,8,gold
13,6,7,93,1955903,311672,18,2539,4,3,0,0,0,92,160963,0,29,1294596,653271,0,59,18,10,gold
2,2,0,10,238871,61558,9,351,0,0,0,0,0,17,21262,0,1,175741,61610,0,11,9,11,challenger
116,52,64,787,19436106,3286002,17,20950,70,12,2,1,0,853,1517852,0,271,13201107,5968512,0,466,17,15,challenger
11,6,5,54,1419324,238948,10,2083,9,0,0,0,0,58,127870,0,21,1075909,334406,0,47,10,12,master
10,5,5,73,1615570,284720,12,401,9,0,0,0,0,64,122020,0,10,1023998,462975,0,45,12,13,master
2,1,1,22,338286,50958,18,250,3,1,0,0,0,12,28398,0,2,256493,73779,0,7,18,7,master
61,24,37,387,7329983,1585772,16,4994,30,1,0,0,0,406,665017,0,94,5413706,1385023,0,383,16,14,master
213,88,125,1588,35935463,5497076,20,44489,164,30,10,0,0,1511,2748400,0,636,24217509,11554201,0,483,20,17,master
69,33,36,335,9236167,1661642,16,12779,29,2,0,0,0,342,801161,0,120,6337831,2836120,0,277,16,14,master
75,24,51,474,11414856,1673853,20,14140,49,7,1,0,0,308,920994,0,188,8496478,2668834,0,230,20,11,master
85,38,47,574,12418499,2287509,22,17009,53,11,2,1,0,428,1072939,0,164,9382795,2901731,0,410,22,11,master
1226,566,660,7384,193140701,31725315,20,249525,803,134,20,2,0,7788,15540326,0,2742,136065995,55033599,0,3964,20,17,master
982,427,555,6068,132594114,23120970,23,183331,590,97,12,2,0,4928,11757464,0,1970,94682148,36145195,0,4004,23,17,master
7,3,4,30,926713,148032,11,245,1,0,0,0,0,31,72881,0,7,534233,315666,0,31,11,8,master
159,65,94,961,20099864,3607042,18,28804,90,11,0,0,0,632,1917704,0,286,14959345,4762295,0,905,18,11,master
6,4,2,40,1080308,198431,10,1035,7,1,0,0,0,50,77468,0,10,860797,193685,0,27,10,13,silver
57,25,32,433,8183636,1647302,23,9509,45,8,2,0,0,296,735489,0,92,6045808,1953820,0,322,23,11,silver
5,3,2,22,480561,77802,7,209,0,0,0,0,0,16,41907,0,5,276388,176484,0,12,7,6,silver
9,2,7,48,1762661,227235,12,563,8,1,0,0,0,44,123518,0,24,1091548,541997,0,53,12,13,silver
30,14,16,215,4990315,838736,18,2177,21,0,0,0,0,195,389171,0,46,3118011,1597028,0,160,18,11,silver
27,11,16,224,3980296,796854,20,4758,20,4,0,0,0,173,373208,0,48,2837114,1093275,0,170,20,12,silver
8,4,4,71,1164171,198503,17,453,7,1,0,0,0,62,97023,0,5,694653,409370,0,30,17,12,bronze
5,1,4,36,743735,165048,11,772,2,0,0,0,0,40,71400,0,8,600368,137341,0,35,11,17,bronze
9,4,5,66,1598018,247848,17,621,8,2,0,0,0,52,118971,0,16,1040841,439236,0,62,17,10,bronze
