totalSessionsPlayed,totalSessionsLost,totalSessionsWon,totalChampionKills,totalDamageDealt,totalDamageTaken,mostChampionKillsPerSession,totalMinionKills,totalDoubleKills,totalTripleKills,totalQuadraKills,totalPentaKills,totalUnrealKills,totalDeathsPerSession,totalGoldEarned,mostSpellsCast,totalTurretsKilled,totalPhysicalDamageDealt,totalMagicDamageDealt,totalFirstBlood,totalAssists,maxChampionsKilled,maxNumDeaths,label
19,10,9,112,2181873,474803,12,2149,6,2,2,0,0,121,210979,0,19,2000754,97464,0,151,12,11,platinum
32,13,19,277,5068644,816981,19,4384,42,8,0,0,0,142,434397,0,49,4596082,265933,0,207,19,10,platinum
6,3,3,48,689378,163036,16,225,3,0,0,0,0,33,70031,0,2,563165,71243,0,49,16,10,platinum
319,127,192,2656,56672239,9654433,27,24739,362,43,9,2,0,2091,4361831,0,510,49720951,2899673,0,2330,27,16,diamond
73,31,42,478,9709641,1657995,17,5273,37,2,0,0,0,350,866477,0,68,8343942,640490,0,631,17,10,diamond
12,4,8,82,1653874,336941,12,775,7,1,0,0,0,75,148222,0,11,1448015,82234,0,96,12,14,gold
8,4,4,43,729259,159961,8,1128,2,0,0,0,0,30,85225,0,9,687922,27201,0,44,8,8,gold
57,20,37,629,8524578,1493501,27,3625,74,13,2,0,0,366,762008,0,80,7231461,684417,0,472,27,15,gold
22,11,11,147,2574146,475679,14,2073,13,2,0,0,0,135,239013,0,22,2333759,144489,0,116,14,12,gold
198,86,112,1433,26027090,5229204,20,15650,165,18,2,0,0,1005,2462338,0,182,22576043,1685694,0,1589,20,13,gold
222,91,131,1704,30758715,5911427,20,16639,198,17,2,1,0,1334,2673304,0,298,26977684,1667619,0,1663,20,15,master
162,70,92,999,23324380,3322988,16,30233,78,8,1,0,0,639,2016064,0,274,22333990,702196,0,1044,16,10,master
387,155,232,3776,61625225,9006342,28,59721,491,65,9,1,0,1852,5171639,0,534,57479597,2514339,0,2279,28,13,master
147,64,83,982,21513919,3692289,18,7328,113,18,0,0,0,656,1787859,0,146,18399774,1329111,0,1155,18,11,master
44,9,35,510,7583869,1172286,20,2866,77,12,0,0,0,241,615617,0,104,6682854,367216,0,306,20,16,master
51,25,26,334,4754681,1151623,17,6645,29,4,0,0,0,339,562495,0,37,4523641,183762,0,388,17,13,master
137,47,90,1088,19523171,3593927,20,9069,155,25,3,1,0,724,1667760,0,234,17004059,982016,0,996,20,13,master
312,151,161,1294,37284212,8210593,15,55204,104,13,1,1,0,1670,3455739,0,422,31991225,5081606,0,1933,15,13,master
358,144,214,2365,43553170,7524823,22,57102,257,28,2,0,0,1809,4301432,0,497,41228975,1534618,0,2103,22,12,master
57,7,50,538,7441756,1198928,21,6130,58,7,1,0,0,267,711700,0,127,6813973,324508,0,414,21,12,master
49,20,29,457,8402885,1351717,19,4221,75,12,2,0,0,263,669357,0,58,7472652,418778,0,314,19,12,master
49,16,33,493,7866806,1347706,21,3983,78,10,4,0,0,310,656501,0,104,7023951,341698,0,356,21,12,master
32,10,22,281,5430649,929328,18,2347,32,3,0,0,0,148,447956,0,60,4743764,255334,0,301,18,12,master
12,5,7,76,1466963,337027,10,424,11,3,0,0,0,47,131482,0,11,1245713,85359,0,81,10,10,silver
6,3,3,26,701435,185671,8,310,2,0,0,0,0,35,66052,0,6,512783,123914,0,43,8,8,silver
12,5,7,77,1734542,350878,11,558,10,1,0,0,0,47,149009,0,9,1499194,93469,0,125,11,8,silver
13,3,10,157,2565499,374167,23,2473,20,3,1,0,0,72,211534,0,22,2425543,80165,0,100,23,10,bronze
18,11,7,153,2431619,602879,18,2159,14,4,1,0,0,168,247451,0,20,2278152,81907,0,181,18,14,bronze
4,0,4,48,647747,104603,18,201,10,2,0,0,0,14,58367,0,7,547531,40204,0,45,18,9,bronze
