totalSessionsPlayed,totalSessionsLost,totalSessionsWon,totalChampionKills,totalDamageDealt,totalDamageTaken,mostChampionKillsPerSession,totalMinionKills,totalDoubleKills,totalTripleKills,totalQuadraKills,totalPentaKills,totalUnrealKills,totalDeathsPerSession,totalGoldEarned,mostSpellsCast,totalTurretsKilled,totalPhysicalDamageDealt,totalMagicDamageDealt,totalFirstBlood,totalAssists,maxChampionsKilled,maxNumDeaths,label
12,5,7,115,2662261,326231,21,2804,11,5,2,2,0,89,183421,0,26,2220670,399919,0,43,21,11,platinum
34,16,18,216,5183917,670496,17,5842,23,4,0,0,0,196,391721,0,45,3281878,1852860,0,218,17,14,platinum
23,9,14,163,4242302,515836,17,4866,17,2,0,0,0,152,306179,0,26,2760996,1453257,0,167,17,14,platinum
17,7,10,179,3385050,481692,21,3536,29,8,1,0,0,132,244746,0,24,2730453,609143,0,123,21,14,platinum
236,89,147,2419,43588335,5378847,27,46849,373,80,17,8,0,1826,3207327,0,321,28766770,14536662,0,1477,27,17,platinum
179,73,106,1160,28056116,3882828,27,35469,122,21,5,1,0,1116,2232566,0,168,17864843,10009453,0,1426,27,15,platinum
310,137,173,2867,56820218,7637712,33,61011,400,88,16,3,0,2877,4299286,0,357,39454670,16765343,0,2132,33,25,platinum
45,17,28,387,8742734,928333,22,9307,67,11,2,0,0,277,628383,0,51,6266787,2397069,0,302,22,15,platinum
114,38,76,1008,20431331,2649294,23,24367,138,31,7,2,0,743,1570686,0,190,15879373,4374476,0,704,23,14,platinum
19,11,8,109,3014116,465952,13,4013,9,1,0,0,0,141,237874,0,33,2308018,674256,0,91,13,12,platinum
69,30,39,641,12534259,1454062,24,14610,88,13,1,1,0,435,949497,0,89,8591016,3854868,0,470,24,14,platinum
22,9,13,144,2690643,434997,15,3487,14,0,0,0,0,141,244960,0,14,1800347,858762,0,138,15,11,platinum
293,146,147,1844,43174968,6151180,25,53430,203,23,2,0,0,1535,3537265,0,332,32532394,10298418,0,1954,25,13,diamond
48,23,25,257,6740543,964189,16,9195,28,5,1,1,0,293,561648,0,43,5606238,1106661,0,328,16,12,diamond
72,35,37,566,12030506,1997713,20,14625,66,13,2,1,0,673,949908,0,81,8056463,3898008,0,485,20,17,diamond
51,18,33,454,9455958,1216091,22,11107,59,18,4,1,0,334,734123,0,88,7551118,1806952,0,363,22,13,diamond
182,84,98,1168,30338577,3923610,23,38062,137,21,3,0,0,932,2308949,0,217,23405709,6368375,0,1068,23,15,diamond
83,29,54,578,14551024,1744663,18,16812,58,7,2,0,0,462,1095878,0,118,10167154,4205595,0,587,18,17,diamond
142,62,80,871,20659054,3073143,20,28383,107,16,3,1,0,904,1703819,0,177,15838632,4651898,0,802,20,13,diamond
116,55,61,761,20049926,2732990,20,24540,84,15,2,0,0,870,1458314,0,168,12677903,7211323,0,610,20,15,diamond
